SALE TYPE,PROPERTY TYPE,STATE OR PROVINCE,BEDS,BATHS,STATUS,SOURCE,FAVORITE,INTERESTED,SQUARE FEET_na,LOT SIZE_na,$-SQUARE FEET_na,HOA-MONTH_na,PRICE,SQUARE FEET,LOT SIZE,DAYS ON MARKET,$-SQUARE FEET,HOA-MONTH
1,2,1,3,1,1,2,1,1,1,2,1,1,-0.44740418,-0.40618566,-0.26847523,-0.19396693,-0.6992461,-0.21324289
1,2,1,4,4,1,3,1,1,1,1,1,1,0.25517917,0.1290216,0.058673784,-0.19396693,0.54953575,0.20881213
1,2,1,3,3,1,3,1,1,1,1,1,1,-0.2305832,-0.34236196,-0.10972926,-0.19396693,-0.0734198,-0.73367727
1,5,1,4,2,1,4,1,1,1,1,1,2,-0.37235078,0.56211096,-0.2422894,-0.19396693,-0.8973288,-0.2725709
1,2,1,1,4,1,3,1,1,1,1,1,1,0.52620536,0.45999303,-0.39306417,-0.19396693,0.674414,0.45513606
1,2,1,2,2,1,3,1,1,2,1,2,1,-0.26644206,-0.31500894,-0.09140466,1.7125534,-0.3289177,-0.024745004
1,3,1,7,8,1,2,1,1,2,1,2,2,-0.10799597,-0.31500894,-0.31862965,-0.19396693,-0.3289177,-0.2725709
1,2,1,4,6,1,3,1,1,1,1,1,1,0.8159949,0.7335232,0.0021240783,-0.19396693,0.8466597,3.892406
1,3,1,10,7,1,1,1,1,1,1,1,2,-0.10966382,1.55229,-0.3662736,-0.19396693,-0.7624029,-0.2725709
1,2,1,1,1,1,2,1,1,1,2,1,1,-0.57457805,-0.9532459,-0.26847523,-0.19396693,-0.82412434,-0.69762987
1,2,1,4,5,1,3,1,1,2,1,2,2,-0.03669523,-0.31500894,-0.41435736,-0.19396693,-0.3289177,-0.2725709
1,3,1,7,8,1,2,1,1,2,1,2,2,-0.16637085,-0.31500894,-0.3296244,-0.19396693,-0.3289177,-0.2725709
1,5,1,3,2,1,1,1,1,1,1,1,2,-0.4244712,-0.451774,-0.37924743,-0.19396693,-0.58872175,-0.2725709
1,2,1,2,1,1,2,1,1,2,2,2,1,-0.47054565,-0.31500894,-0.26847523,-0.19396693,-0.3289177,-0.51664186
1,5,1,5,2,1,4,1,1,1,1,1,2,-0.3289866,0.41896352,-0.24349882,-0.19396693,-0.78536904,-0.2725709
1,3,1,7,3,1,1,1,1,2,1,2,2,0.02584928,-0.31500894,-0.3845982,-0.19396693,-0.3289177,-0.2725709
1,2,1,2,3,1,3,1,1,1,1,1,1,-0.120087914,-0.3605973,0.38503486,-0.19396693,0.29547325,0.14798214
1,2,1,3,4,1,3,1,1,1,1,1,1,0.5053572,0.36061043,-0.33512178,-0.19396693,0.7519246,0.78782356
1,5,1,5,5,1,2,1,1,2,1,2,2,-0.3002161,-0.31500894,-0.39192805,-0.19396693,-0.3289177,-0.2725709
1,5,1,4,3,1,2,1,1,2,1,2,2,-0.39153108,-0.31500894,-0.38093328,1.3362664,-0.3289177,-0.2725709
1,2,1,2,1,1,2,1,1,2,2,2,1,-0.53746825,-0.31500894,-0.26847523,-0.19396693,-0.3289177,-0.5804758
1,2,1,3,4,1,3,1,1,1,1,1,1,1.7562474,0.5046696,0.41307148,-0.19396693,2.6925604,4.637386
1,6,1,5,3,1,4,1,1,1,1,1,2,-0.22933233,0.6934054,-0.25977105,-0.19396693,-0.70642304,-0.2725709
1,2,1,2,1,1,4,1,1,1,1,1,1,-0.5166201,-0.67242163,-0.4301165,-0.19396693,-0.7695798,-0.87035704
1,2,1,4,5,1,3,1,1,2,1,2,1,0.60751325,-0.31500894,0.035328247,-0.19396693,-0.3289177,1.8602338
1,2,1,4,3,1,3,1,1,1,1,1,1,0.5470535,0.14725694,-0.3662736,-0.19396693,1.133736,-0.6720963
1,2,1,4,4,1,3,1,1,1,1,1,1,-0.07839157,-0.31500894,-0.21077108,-0.19396693,0.35001776,1.1152542
1,3,1,7,7,1,1,1,1,1,1,1,2,-0.024186328,0.8246999,-0.37287048,-0.19396693,-0.44948974,-0.2725709
1,2,1,3,1,1,2,1,1,2,1,2,2,-0.46616754,-0.31500894,-0.17936273,-0.19396693,-0.3289177,-0.2725709
1,2,1,2,1,1,1,1,1,1,2,1,2,-0.43322742,-0.63412744,-0.26847523,-0.19396693,-0.43944207,-0.2725709
1,2,1,4,4,1,3,1,1,1,1,1,1,0.42196453,0.8246999,-0.28755113,-0.19396693,0.1906904,-0.47158262
1,6,1,7,8,1,3,1,1,1,1,1,2,1.1099541,1.1812007,-0.22260877,-0.19396693,0.82512903,-0.2725709
1,3,1,9,6,1,2,1,1,1,1,1,2,0.13342585,1.2988187,-0.28172392,-0.19396693,-0.42221752,-0.2725709
1,1,1,3,1,1,3,1,1,2,1,2,1,-0.03669523,-0.31500894,-0.21509568,3.3431296,-0.3289177,0.6781794
1,6,1,9,12,1,3,1,1,1,1,1,2,6.0292883,5.9305954,-0.38393852,-0.19396693,1.5356429,-0.2725709
1,2,1,3,1,1,3,1,1,2,1,2,1,-0.43322742,-0.31500894,0.22561085,-0.19396693,-0.3289177,-0.43778816
1,3,1,7,7,1,1,1,1,2,1,2,2,0.3093844,-0.31500894,-0.3626087,-0.19396693,-0.3289177,-0.2725709
1,2,1,2,1,1,3,1,1,1,1,1,1,-0.39319894,-0.7408042,1.1062909,-0.19396693,-0.08490285,-0.4415431
1,2,1,2,1,1,3,1,1,1,1,1,1,-0.22641358,-0.6815393,-0.09598581,-0.19396693,0.57393724,-0.29960644
1,2,1,3,4,1,3,1,1,1,1,1,1,1.1724986,-0.014125823,1.5448718,-0.19396693,2.883466,0.8343848
1,2,1,4,8,1,3,1,1,2,1,2,1,0.5887499,-0.31500894,-0.14450935,-0.19396693,-0.3289177,3.6250544
1,2,1,1,1,1,3,1,1,1,1,1,1,-0.3275689,-0.8958046,0.17510827,-0.19396693,0.7705845,-0.36419138
1,2,1,2,1,1,3,1,1,2,1,2,1,-0.32856962,-0.31500894,-0.24489148,-0.19396693,-0.3289177,-0.062294383
1,2,1,3,3,1,3,1,1,1,1,1,1,0.5918325,-0.4800388,-0.3662736,-0.19396693,3.0456643,-0.4543099
1,5,1,3,2,1,4,1,1,1,1,1,1,-0.45824522,-0.48824468,-0.42857724,-0.19396693,-0.6791508,-0.88162184
1,2,1,3,1,1,3,1,1,2,1,2,1,-0.5245424,-0.31500894,0.05519211,-0.19396693,-0.3289177,-0.26956695
1,5,1,5,2,1,1,1,1,1,1,1,2,-0.29604647,0.06610968,-0.3845982,-0.19396693,-0.5772387,-0.2725709
1,2,1,3,3,1,3,1,1,1,1,1,1,0.13009013,-0.45359755,0.047862273,-0.19396693,1.3260772,-0.085575
1,6,1,9,11,1,3,1,1,1,1,1,2,9.761945,6.2041254,-0.36565056,-0.19396693,2.979637,-0.2725709
1,2,1,3,1,1,2,1,1,1,2,1,1,-0.14093608,-0.17824389,-0.26847523,-0.19396693,-0.010263013,0.29292274
1,6,1,5,9,1,3,1,1,1,1,1,2,0.14885348,4.2748265,-0.40123695,-0.19396693,-0.8958934,-0.2725709
1,2,1,3,4,1,3,1,1,2,1,2,1,-0.43281046,-0.31500894,0.45833322,2.1139262,-0.3289177,-0.7689737
1,2,1,2,1,1,3,1,1,2,1,2,1,-0.28687328,-0.31500894,-0.088949166,4.29639,-0.3289177,0.27865398
1,2,1,2,1,1,3,1,1,1,1,1,1,-0.37026596,-0.7708925,0.18405068,-0.19396693,0.10026136,0.02707314
1,2,1,3,4,1,3,1,1,1,1,1,1,1.339284,0.81740576,-0.07366645,-0.19396693,1.5155475,1.1610644
1,2,1,2,2,1,3,1,1,1,1,1,1,0.23433098,-0.45997992,-0.18654597,-0.19396693,1.7064533,-0.10510068
1,3,1,6,9,1,2,1,1,2,1,2,2,-0.18263242,-0.31500894,-0.3662736,-0.19396693,-0.3289177,-0.2725709
1,2,1,2,1,1,3,1,1,1,1,1,1,0.2968755,-0.6505392,1.5448718,-0.19396693,2.7944725,-0.06604932
1,2,1,2,2,1,3,1,1,1,1,1,1,-0.120087914,-0.4627152,0.075422466,-0.19396693,0.48063746,-0.2725709
1,5,1,4,5,1,1,1,1,1,1,1,2,-0.16178425,0.0004624502,-0.347949,-0.19396693,-0.23131177,-0.2725709
1,2,1,3,1,1,3,1,1,1,1,1,1,-0.34983474,-0.45450932,13.567897,11.245154,-0.3289177,0.029326102
1,2,1,3,2,1,2,1,1,1,2,1,1,-0.4415667,-0.5794214,-0.26847523,-0.19396693,-0.53561264,-0.5872347
1,2,1,1,1,1,2,1,1,2,2,2,1,-0.5499772,-0.31500894,-0.26847523,-0.19396693,-0.3289177,-0.7562069
1,2,1,2,1,1,3,1,1,2,1,2,1,-0.39736858,-0.31500894,0.40200344,-0.19396693,-0.3289177,0.09841696
1,2,1,3,3,1,3,1,1,2,1,2,1,-0.017931877,-0.31500894,0.4510034,-0.19396693,-0.3289177,1.725056
1,3,1,7,9,1,2,1,1,1,1,1,2,0.0045841476,1.364466,-0.3610694,-0.19396693,-0.59159255,-0.2725709
1,2,1,2,1,1,3,1,1,2,1,2,1,-0.50411123,-0.31500894,0.6465268,-0.19396693,-0.3289177,-0.52940863
1,5,1,5,3,1,1,1,1,1,1,1,2,-0.25393316,0.55116975,-0.31129983,-0.19396693,-0.7006815,-0.2725709
1,2,1,3,3,1,2,1,1,1,2,1,1,-0.48076126,-0.3605973,-0.26847523,-0.19396693,-0.8327366,-0.045772657
1,2,1,2,1,1,2,1,1,2,2,2,1,-0.5057791,-0.31500894,-0.26847523,-0.19396693,-0.3289177,-0.44604903
1,2,1,5,6,1,3,1,1,1,1,1,1,0.9014724,1.3079364,-0.101006754,-0.19396693,0.4777667,2.7313795
1,2,1,4,5,1,3,1,1,1,1,1,1,2.6923301,1.6525843,-0.36077622,-0.19396693,2.134197,0.90122265
1,2,1,2,1,1,2,1,1,1,1,1,1,-0.42488816,-0.8575103,-0.036430873,-0.19396693,0.0069615655,-0.88162184
1,3,1,7,7,1,2,1,1,1,1,1,2,-0.28687328,0.3560516,-0.3662736,-0.19396693,-0.6877631,-0.2725709
1,2,1,2,2,1,3,1,1,1,2,1,1,-0.40403998,-0.5429507,-0.26847523,-0.19396693,-0.42795902,-0.70438874
1,2,1,2,1,1,3,1,1,2,1,2,1,-0.2956295,-0.31500894,2.861604,-0.19396693,-0.3289177,0.26438522
1,2,1,3,4,1,3,1,1,1,1,1,1,0.23224616,-0.24115582,-0.36491758,-0.19396693,1.1078992,0.6931991
1,5,1,4,2,1,4,1,1,1,1,1,1,-0.4540756,-0.3223031,-0.41604322,-0.19396693,-0.7710152,-0.8831238
1,2,1,5,6,1,3,1,1,2,1,2,1,1.9647291,-0.31500894,-0.16836797,-0.19396693,-0.3289177,1.5095226
1,2,1,3,3,1,3,1,1,1,1,1,1,-0.16178425,-0.46727404,0.54720753,-0.19396693,0.34427622,-0.25004128
1,2,1,2,1,1,3,1,1,1,1,1,1,-0.22641358,-0.55845076,0.43890917,-0.19396693,0.2825548,-0.057788458
1,2,1,3,1,1,3,1,1,1,1,1,1,0.19263464,-0.3523914,0.32756892,-0.19396693,1.2528727,-0.3341519
1,2,1,2,1,1,2,1,1,1,2,1,1,-0.4953554,-0.424421,-0.26847523,-0.19396693,-0.8470904,0.25462237
1,5,1,4,2,1,2,1,1,1,1,1,2,-0.2706951,0.64234644,-0.3937605,-0.19396693,-0.755226,-0.2725709
1,2,1,4,4,1,3,1,1,1,1,1,1,1.0057132,0.4609048,-0.27465063,-0.19396693,1.498323,0.3124484
1,2,1,3,1,1,2,1,1,1,2,1,1,-0.41821674,-0.451774,-0.26847523,-0.19396693,-0.56719106,-0.30561435
