SALE TYPE,PROPERTY TYPE,STATE OR PROVINCE,BEDS,BATHS,STATUS,SOURCE,FAVORITE,INTERESTED,SQUARE FEET_na,LOT SIZE_na,YEAR BUILT_na,HOA-MONTH_na,PRICE,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,HOA-MONTH
1,3,1,6,5,1,2,1,1,2,1,1,2,-0.40800628,-0.26139715,-0.35436067,-0.60494477,-0.21309008,-0.26747382
1,2,1,1,1,1,3,1,1,1,1,1,1,-0.41455945,-0.98324686,-0.16690813,1.8004818,-0.21309008,-0.6771066
1,2,1,2,2,1,3,1,1,1,1,1,1,-0.102171175,-0.48751873,0.2596172,1.4304162,-0.21309008,-0.24977769
1,2,1,5,7,1,3,1,1,1,1,1,1,3.2794867,1.404945,0.2432225,-0.34061217,-0.21309008,1.6292899
1,2,1,1,1,1,3,1,1,2,1,1,1,-0.4757264,-0.26139715,0.34409264,-0.6578113,-0.21309008,-0.27468336
1,5,1,5,8,1,1,1,1,1,1,1,2,0.6187249,1.8884975,-0.4911148,1.29825,-0.21309008,-0.26747382
1,2,1,2,2,1,3,1,1,2,1,1,1,0.12720484,-0.26139715,0.12450914,-0.6842445,-0.21309008,5.827207
1,2,1,2,1,1,3,1,1,2,1,1,1,-0.43465716,-0.26139715,4.4121485,0.2673528,-0.21309008,-0.4175633
1,6,1,4,1,1,4,1,1,1,1,1,2,-0.2992161,0.4830647,-0.29003292,0.3202193,-0.21309008,-0.26747382
1,3,1,9,7,1,2,1,1,1,2,1,2,-0.2555254,1.1927387,-0.36930683,0.3202193,-0.21309008,-0.26747382
1,3,1,10,7,1,1,1,1,1,1,1,2,-0.091248505,1.4345148,-0.5339122,-0.60494477,-0.21309008,-0.26747382
1,2,1,4,3,1,3,1,1,1,1,1,1,0.59687954,0.094309516,-0.5339122,-1.4243758,-0.21309008,-0.5984571
1,5,1,4,3,1,2,1,1,1,1,1,2,-0.23324318,-0.030927058,-0.36930683,-0.07627957,-0.21309008,-0.26747382
1,2,1,2,2,1,3,1,1,1,1,1,1,0.8590235,-0.44490352,0.86905193,1.5890157,-0.21309008,-0.04856605
1,2,1,2,1,1,3,1,1,1,1,1,1,-0.2992161,-0.7032039,-0.5339122,-0.5785115,-0.21309008,-0.6646538
1,2,1,1,1,1,3,1,1,1,1,1,1,-0.36475208,-0.80930716,0.91263944,-0.631378,-0.21309008,-0.32187307
1,2,1,4,5,1,3,1,1,1,1,1,1,1.0097563,0.6448286,-0.36700237,1.7211821,-0.21309008,1.1659133
1,2,1,2,1,1,3,1,1,2,1,1,1,-0.22668958,-0.26139715,2.279061,0.18805303,-0.21309008,-0.10558694
1,2,1,1,1,1,3,1,1,1,1,1,1,-0.3774224,-0.9632438,0.41237095,1.8269151,-0.21309008,-0.7275734
1,3,1,6,3,1,2,1,1,2,1,1,2,-0.28173983,-0.26139715,-0.5321344,-0.73711103,-0.21309008,-0.26747382
1,2,1,3,2,1,2,1,1,1,2,1,1,-0.4653717,-0.6066674,-0.36930683,0.87531775,-0.21309008,-0.7537899
1,2,1,5,7,1,3,1,1,1,1,1,1,3.0654025,1.6249788,2.7824242,0.6638517,-0.21309008,1.2222787
1,2,1,1,1,1,3,1,1,1,1,1,1,-0.38616052,-0.96672255,-0.5359533,-2.7196054,-0.21309008,-0.43788105
1,2,1,1,1,1,3,1,1,1,1,1,1,-0.31957594,-0.90062547,0.4387078,0.61098516,-0.21309008,-0.329738
1,2,1,1,1,1,3,1,1,2,1,1,1,-0.52597064,-0.26139715,-0.5303567,-1.1336099,-0.21309008,-0.47392875
1,2,1,2,2,1,3,1,1,1,1,1,1,0.048561633,-0.68059176,0.37800133,1.509716,-0.21309008,-0.043978162
1,5,1,4,3,1,1,1,1,1,1,1,2,-0.30358517,-0.15355454,-0.56683326,-0.73711103,-0.21309008,-0.26747382
1,2,1,4,3,1,2,1,1,1,2,2,1,-0.4433953,0.055173088,-0.36930683,-0.023413053,-0.21309008,-0.63253856
1,5,1,5,7,1,2,1,1,2,1,1,2,-0.30795422,-0.26139715,-0.43514898,-0.60494477,-0.21309008,-0.26747382
1,2,1,2,1,1,3,1,1,1,1,1,1,-0.4171809,-0.904974,-0.3976848,1.6683155,-0.21309008,-0.5794502
1,2,1,3,3,1,3,1,1,1,1,1,1,-0.25727305,-0.59710073,-0.58000165,1.7476153,-0.21309008,-0.6043558
1,2,1,3,3,1,2,1,1,1,1,1,1,-0.058480505,-0.35358518,0.1574302,1.3775496,-0.21309008,-0.2242166
1,2,1,2,1,1,3,1,1,1,1,1,1,-0.22232051,-0.6075371,0.45194206,0.16161977,-0.21309008,-0.4175633
1,2,1,3,3,1,3,1,1,2,1,1,1,0.0048709633,-0.26139715,0.93436736,-0.10271283,-0.21309008,1.4936194
1,5,1,4,1,2,4,1,1,1,1,1,2,-0.48708597,-0.20573644,-0.510209,-0.73711103,-0.21309008,-0.26747382
1,3,1,7,5,1,2,1,1,2,1,1,2,-0.18955252,-0.26139715,-0.43778265,0.9281843,-0.21309008,-0.26747382
1,6,1,3,1,1,4,1,1,1,1,1,2,-0.2550885,-0.094415046,-0.43514898,-1.0014436,-0.21309008,-0.26747382
1,2,1,2,1,1,3,1,1,1,1,1,1,-0.3188769,-0.8006102,-0.21786994,1.509716,-0.21309008,-0.5034223
1,3,1,8,4,1,1,1,1,1,1,1,2,0.48765287,2.0233006,-0.3034647,-1.1336099,-0.21309008,-0.26747382
1,3,1,7,3,1,1,1,1,1,1,1,2,0.44352528,1.523224,-0.56683326,-1.0807434,-0.21309008,-0.26747382
1,3,1,7,7,1,1,1,1,2,1,2,2,0.34784272,-0.26139715,-0.52732795,-0.023413053,-0.21309008,-0.26747382
1,3,1,7,3,1,1,1,1,2,1,1,2,0.050746165,-0.26139715,-0.56683326,-0.73711103,-0.21309008,-0.26747382
1,3,1,6,6,1,1,1,1,1,1,1,2,-0.06809245,1.018799,-0.42119044,1.3511164,-0.21309008,-0.26747382
1,2,1,3,3,1,3,1,1,2,1,1,1,-0.52640754,-0.26139715,6.58033,0.29378605,4.133383,-0.12787096
1,5,1,4,5,1,2,1,1,1,1,1,2,-0.14236659,0.44914648,-0.43514898,-0.07627957,-0.21309008,-0.26747382
1,3,1,4,3,1,3,1,1,2,1,1,2,-0.2730017,-0.26139715,-0.56683326,0.055886727,2.7109008,-0.26747382
1,2,1,3,1,1,2,1,1,1,2,1,1,-0.4561093,-0.60231894,-0.36930683,-0.07627957,-0.21309008,-0.33694753
1,2,1,3,4,1,3,1,1,1,1,1,1,0.55318886,0.29781896,-0.47794637,1.3775496,-0.21309008,0.6756647
1,5,1,3,2,1,4,1,1,1,1,1,1,-0.47834784,-0.49099752,-0.63372886,0.8488845,-0.21309008,-0.7341275
1,2,1,2,1,1,3,1,1,1,1,1,1,-0.36431518,-0.677113,-0.020343546,0.21448629,-0.21309008,0.31584328
1,2,1,1,1,1,3,1,1,1,1,1,1,-0.23324318,-0.8206132,-0.07486083,1.403983,-0.21309008,-0.4614759
1,2,1,3,1,1,3,1,1,2,1,1,1,-0.27693385,-0.26139715,0.60212797,0.2673528,-0.21309008,0.27127525
1,3,1,0,0,1,3,1,1,2,1,1,2,0.26919952,-0.26139715,-0.5478707,-1.5829754,-0.21309008,-0.26747382
1,2,1,3,3,1,3,1,1,1,1,1,1,-0.14586185,-0.4918672,1.107203,1.3775496,-0.21309008,-0.23011531
1,2,1,3,3,1,3,1,1,1,1,1,1,0.044192564,-0.35532457,1.9483361,1.2189502,-0.21309008,0.2273626
1,3,1,5,3,1,1,1,1,1,1,1,2,-0.26819572,0.4900223,-0.43514898,0.3202193,-0.21309008,-0.26747382
1,5,1,5,4,1,2,1,1,2,1,1,2,-0.102171175,-0.26139715,-0.5362166,-0.07627957,-0.21309008,-0.26747382
1,3,1,6,4,1,1,1,1,1,1,1,2,-0.08036953,0.84485924,-0.56683326,-1.3715093,-0.21309008,-0.26747382
1,2,1,3,4,1,3,1,1,1,1,1,1,1.2522396,-0.059627105,2.8995574,1.6947488,-0.21309008,0.7163003
1,2,1,2,1,1,3,1,1,1,1,1,1,-0.3315472,-0.70407367,-0.073017254,1.5890157,-0.21309008,-0.7131543
1,2,1,4,4,1,3,1,1,2,1,1,1,0.55318886,-0.26139715,-0.4294207,-0.73711103,-0.21309008,5.3533435
1,2,1,2,1,1,3,1,1,2,1,1,1,-0.28610888,-0.26139715,5.2651334,0.16161977,-0.21309008,0.21884224
1,2,1,3,1,1,2,1,1,1,2,1,1,-0.45213342,-0.47708234,-0.36930683,0.21448629,-0.21309008,-0.22814907
1,2,1,2,3,1,3,1,1,1,1,1,1,-0.60242933,-0.6057977,0.7858275,-1.2922095,-0.21309008,-0.14229004
1,2,1,2,2,1,3,1,1,2,1,1,1,-0.2555254,-0.26139715,-0.040096186,0.58455193,2.7899277,-0.033491563
1,5,1,5,6,1,2,1,1,1,1,1,2,0.15997283,1.523224,0.09158807,-0.73711103,-0.21309008,-0.26747382
1,2,1,1,1,1,2,1,1,1,2,1,1,-0.59063286,-0.9989014,-0.36930683,0.29378605,-0.21309008,-0.59124756
1,3,1,6,6,1,1,1,1,1,1,1,2,-0.041878052,0.74049544,-0.4915757,-1.4243758,-0.21309008,-0.26747382
1,6,1,9,10,1,3,1,1,1,1,1,2,10.252517,5.8717165,-0.53279287,-2.9839382,-0.21309008,-0.26747382
1,5,1,3,2,1,4,1,1,1,1,1,1,-0.45169652,0.29694924,-0.6266179,0.9810508,-0.21309008,-0.8796291
1,2,1,3,2,1,2,1,1,1,2,1,1,-0.46266288,-0.25965774,-0.36930683,0.7695847,-0.21309008,0.018941436
1,5,1,4,3,1,4,1,1,1,1,1,2,-0.40804955,-0.5536158,-0.36930683,0.18805303,-0.21309008,-0.26747382
1,4,1,5,14,1,4,1,1,1,1,1,2,2.6284957,9.089601,-0.35337305,-1.3979425,-0.21309008,-0.26747382
1,3,1,5,3,1,2,1,1,2,1,1,2,-0.080326274,-0.26139715,-0.52732795,0.08231998,-0.21309008,-0.26747382
1,2,1,5,6,1,3,1,1,2,1,1,1,2.0823624,-0.26139715,-0.17836466,1.7476153,-0.21309008,1.3055161
1,2,1,2,1,1,3,1,1,2,1,1,1,-0.37523785,-0.26139715,-0.56136835,-2.058774,-0.21309008,-0.5643757
1,2,1,3,1,1,2,1,1,1,2,1,1,-0.45388106,-0.5205673,-0.36930683,0.29378605,-0.21309008,-0.30548775
1,2,1,1,1,1,3,1,1,2,1,1,1,-0.40844277,-0.26139715,0.73025674,1.7211821,-0.21309008,-0.6390927
1,2,1,3,3,1,4,1,1,1,1,1,1,0.1774491,-0.25965774,1.329025,0.90175104,-0.21309008,0.024184737
1,2,1,2,1,1,2,1,1,1,2,1,1,-0.5718459,-0.69450694,-0.36930683,-0.10271283,-0.21309008,-0.41166458
1,5,1,5,2,1,4,1,1,1,1,1,2,-0.32106143,0.35347965,-0.31334102,-0.47277847,-0.21309008,-0.26747382
1,2,1,3,1,1,2,1,1,1,2,1,1,-0.4958241,-0.558834,-0.36930683,0.18805303,-0.21309008,-0.27533877
1,2,1,3,3,1,3,1,1,1,1,1,1,-0.4302881,-0.30314267,4.9902425,0.18805303,-0.21309008,0.03598216
1,2,1,2,1,1,3,1,1,2,1,1,1,-0.4302881,-0.26139715,0.0155404145,0.16161977,-0.21309008,0.19393657
1,2,1,3,3,1,3,1,1,1,1,1,1,0.1376906,-0.12920298,0.6898955,0.82245123,-0.21309008,1.4936194
