SALE TYPE,PROPERTY TYPE,STATE OR PROVINCE,BEDS,BATHS,STATUS,NEXT OPEN HOUSE START TIME,SOURCE,FAVORITE,INTERESTED,PRICE,SQUARE FEET,LOT SIZE,YEAR BUILT,$-SQUARE FEET,HOA-MONTH
1,2,1,3,3,1,17,3,1,1,-0.10369518,-0.4423594,-0.17922173,-0.63500607,0.12976564,0.10269344
1,3,1,8,9,1,9,2,1,1,-0.16685072,0.023817642,-0.41165057,-0.5825317,-0.015896793,-0.024021009
1,2,1,1,1,1,17,3,1,1,-0.39720652,-1.0384883,0.06526187,1.8312902,0.45187944,-0.8901718
1,2,1,3,3,1,17,3,1,1,-0.5150159,0.023817642,3.4062884,0.3095329,-0.015896793,-0.29702318
1,2,1,3,1,1,17,2,1,1,-0.43971506,-0.532756,-0.047461137,-0.97608966,-0.8817318,-0.36578473
1,2,1,3,1,1,7,2,1,1,-0.41137603,-0.5734752,-0.047461137,-0.42510852,-0.743253,-0.44482836
1,2,1,3,2,1,5,2,1,1,-0.45594928,-0.36987925,-0.047461137,0.7818024,-1.036768,-0.15307379
1,2,1,2,1,1,17,3,1,1,-0.2838504,0.023817642,-0.17743848,0.51943046,-0.015896793,0.055138733
1,2,1,2,1,1,17,2,1,1,-0.48627242,-0.54904366,-0.047461137,0.46695608,-1.036768,0.03457453
1,6,1,6,9,2,5,4,1,1,-0.28425527,0.57317716,-0.4446407,0.860514,-1.0172002,-0.024021009
1,3,1,6,8,1,17,2,1,1,-0.36117548,0.023817642,-0.38518715,0.20458414,-0.015896793,-0.024021009
1,2,1,3,3,1,17,3,1,1,0.8294684,-0.41222718,1.4125075,1.7001042,2.9746022,0.11361817
1,2,1,3,1,1,17,3,1,1,-0.34498173,-0.5759183,13.112661,-0.34639695,-0.49338904,-0.15821484
1,2,1,1,1,1,17,2,1,1,-0.56319225,-1.0213863,-0.047461137,0.09963536,-1.0126846,-0.78028184
1,2,1,3,1,1,17,3,1,1,-0.2838504,-0.72902244,-0.39381808,-0.5825317,0.03343256,-0.84133184
1,2,1,2,1,1,9,3,1,1,-0.32433474,0.023817642,-0.3291931,-0.63500607,-0.015896793,-0.23661584
1,2,1,1,1,1,17,3,1,1,-0.39315808,0.023817642,-0.21966586,0.25705853,-0.015896793,-0.2629637
1,6,1,10,12,1,17,3,1,1,9.472872,5.371526,-0.44670928,-2.9438791,2.9761076,-0.024021009
1,2,1,2,1,1,17,2,1,1,-0.5267968,0.023817642,-0.047461137,0.020923778,-0.015896793,-0.6781035
1,3,1,8,3,1,17,1,1,1,0.38373607,1.2996074,-0.4651481,-1.0548012,-0.40909758,-0.024021009
1,2,1,2,1,1,17,2,1,1,-0.51258683,0.023817642,-0.047461137,0.15210976,-0.015896793,-0.61833876
1,2,1,2,1,1,17,3,1,1,-0.22514814,-0.7786999,-0.18428616,1.6738671,0.45338464,-0.4396873
1,6,1,8,9,1,17,3,1,1,1.0723745,0.8850861,-0.30750877,-0.7137177,0.71679544,-0.024021009
1,6,1,1,4,1,17,3,1,1,2.52981,4.4757037,-0.47199577,-1.3958848,0.0815991,-0.024021009
1,2,1,2,3,1,17,3,1,1,0.68777335,-0.5213546,1.4125075,1.7001042,3.0498626,0.04871242
1,2,1,2,2,1,17,3,1,1,0.76874197,-0.54334295,0.31263435,1.5951555,3.4592783,-0.2192648
1,2,1,3,1,1,17,2,1,1,-0.5065146,-0.72576493,-0.047461137,0.15210976,-0.993117,-0.4499694
1,4,1,6,16,1,17,4,1,1,2.4083571,8.384747,-0.34952214,-1.3696475,-0.6077846,-0.024021009
1,2,1,1,1,1,17,3,1,1,-0.33648002,-0.93994784,-0.1928101,0.23082134,0.42177534,-0.41590995
1,2,1,2,1,1,17,3,1,1,0.12099281,-0.8927136,1.4125075,1.7001042,3.0318,-0.43261838
1,2,1,2,2,1,17,2,1,1,-0.308141,-0.64839846,-0.047461137,1.0179372,-0.23900947,-0.39148998
1,6,1,5,6,1,17,4,1,1,-0.14219576,0.770258,-0.46229488,0.073398165,-0.8666798,-0.024021009
1,3,1,8,8,1,17,1,1,1,0.2950754,0.023817642,-0.44374907,0.008801246,-0.015896793,-0.024021009
1,2,1,3,1,1,17,3,1,1,-0.42595038,0.023817642,0.12867425,-0.031550612,-0.015896793,-0.5579315
1,2,1,3,2,1,17,2,1,1,-0.4584593,-0.6948183,-0.047461137,0.88675123,-0.80797684,-0.910736
1,2,1,3,1,1,17,2,1,1,-0.40570822,-0.4513176,-0.047461137,-0.057787806,-0.8305549,-0.38056523
1,3,1,9,6,1,17,1,1,1,-0.024750749,1.4258369,-0.44909883,-0.32015976,-0.8997943,-0.024021009
1,6,1,12,15,1,17,3,1,1,0.7464756,3.5709236,-0.3897166,-0.84490365,-0.7086333,-0.024021009
1,2,1,3,3,1,17,3,1,1,-0.10167096,-0.55230117,-0.44731557,-1.1072756,0.35855675,-0.5425083
1,2,1,2,1,1,17,3,1,1,-0.5028706,-0.5734752,0.10816687,0.25705853,-1.0834292,1.0582861
1,2,1,5,5,1,14,3,1,1,2.3071463,1.5439225,-0.3626112,-1.5533079,1.4829446,3.6442342
1,2,1,2,1,1,17,2,1,1,-0.5672411,-0.8585095,-0.047461137,-0.5825317,-1.2008352,-0.5200162
1,3,1,8,8,1,17,2,1,1,-0.2838504,0.14806882,-0.44731557,-0.84490365,-0.8696902,-0.024021009
1,5,1,5,3,1,5,2,1,1,-0.31421366,0.023817642,-0.41878358,-0.66124326,-0.015896793,-0.024021009
1,2,1,2,1,1,17,1,1,1,-0.55307156,-0.69563276,-0.047461137,0.008801246,-1.2204028,-0.024021009
1,3,1,7,7,1,17,1,1,1,-0.09033535,0.82726485,-0.38625708,1.3590207,-0.8139976,-0.024021009
1,2,1,1,1,1,17,3,1,1,-0.3850612,-1.0319732,-0.44842118,-2.6815073,0.5181084,-0.60098773
1,2,1,2,1,1,17,3,1,1,-0.36481905,-0.8585095,0.08823014,0.28329572,-0.04333288,-0.16014273
1,2,1,3,3,1,17,3,1,1,0.56632036,-0.31775868,-0.029428715,1.4377323,1.8306469,0.431078
1,2,1,1,1,1,17,3,1,1,-0.46602985,0.023817642,-0.30108905,1.7788159,-0.015896793,-0.9210181
1,2,1,2,1,1,17,3,1,1,-0.42595038,0.023817642,-0.1496911,0.17834695,-0.015896793,0.018508753
1,2,1,2,1,1,17,2,1,1,-0.4178535,-0.93587595,-0.12633054,1.5951555,-0.14117117,-0.9377265
1,2,1,2,1,1,17,3,1,1,-0.42595038,0.023817642,-0.44842118,-0.84490365,-0.015896793,-0.2565374
