SALE TYPE,PROPERTY TYPE,STATE OR PROVINCE,BEDS,BATHS,STATUS,SOURCE,FAVORITE,INTERESTED,SQUARE FEET_na,LOT SIZE_na,YEAR BUILT_na,$-SQUARE FEET_na,HOA-MONTH_na,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$-SQUARE FEET,HOA-MONTH
1,2,1,1,1,1,3,1,1,1,1,1,1,1,-0.89116126,-0.3718957,-2.619979,-0.18831599,0.66044927,-0.46656868
1,2,1,3,3,1,3,1,1,1,1,1,1,1,-0.46581328,1.1662122,0.78821194,-0.18831599,0.6150412,-0.18714175
1,3,1,9,6,1,2,1,1,1,1,1,1,2,1.1015538,-0.28837627,-0.22162239,-0.18831599,-0.4550752,-0.25913695
1,2,1,1,1,1,2,1,1,2,2,2,2,1,-0.27962324,-0.2814818,-0.032278456,-0.18831599,-0.28630862,-0.4430455
1,2,1,3,1,1,3,1,1,2,1,1,2,1,-0.27962324,0.24556936,0.23280305,-0.18831599,-0.28630862,0.3047067
1,2,1,3,3,1,2,1,1,1,1,1,1,1,-0.30048937,-0.09858212,1.3941125,-0.18831599,-0.60794896,-0.7132057
1,2,1,4,6,1,3,1,1,1,1,1,1,1,0.6039769,-0.011704767,-0.17113067,-0.18831599,0.8829487,3.6913326
1,2,1,3,1,1,2,1,1,1,2,1,1,1,-0.3992022,-0.2814818,0.030836187,-0.18831599,-0.83044845,-0.34325016
1,2,1,3,3,1,2,1,1,2,2,1,2,1,-0.27962324,-0.2814818,1.3941125,-0.18831599,-0.28630862,-0.7552623
1,5,1,5,6,1,2,1,1,1,1,1,1,2,1.4065202,-0.03142364,-0.72653955,-0.18831599,-0.56859535,-0.25913695
1,3,1,7,3,1,1,1,1,2,1,1,2,2,-0.27962324,-0.3886496,-0.72653955,-0.18831599,-0.28630862,-0.25913695
1,4,1,5,14,1,4,1,1,1,1,1,1,2,8.388646,-0.27283695,-1.357686,-0.18831599,-0.4717248,-0.25913695
1,2,1,3,3,1,3,1,1,1,1,1,1,1,-0.18733077,0.047773354,1.3436208,-0.18831599,1.9803098,0.67822635
1,2,1,2,1,1,3,1,1,1,1,1,1,1,-0.6142838,1.4920379,1.5960793,-0.18831599,2.936906,-0.065961696
1,2,1,1,1,1,3,1,1,1,1,1,1,1,-0.9625876,-0.21921733,0.8134578,-0.18831599,1.4051414,-0.19925974
1,2,1,2,1,1,3,1,1,1,1,1,1,1,-0.6792898,1.4920379,1.5960793,-0.18831599,2.360224,-0.21137775
1,2,1,3,3,1,3,1,1,1,1,1,1,1,-0.44093445,0.03287703,1.6213253,-0.18831599,1.3884917,-0.08449512
1,3,1,6,5,1,2,1,1,2,1,1,2,2,-0.27962324,-0.3886496,-1.3829318,-0.18831599,-0.28630862,-0.25913695
1,6,1,3,1,1,4,1,1,1,1,1,1,2,-0.08621031,-0.31720442,-0.9789981,-0.18831599,-0.4717248,-0.25913695
1,5,1,4,2,1,4,1,1,1,1,1,1,2,-0.14399344,-0.3129177,0.030836187,-0.18831599,-0.7002787,-0.25913695
1,6,1,12,13,1,3,1,1,1,1,1,1,2,3.6448135,-0.3130963,-0.85276884,-0.18831599,-0.57313615,-0.25913695
1,2,1,4,3,1,3,1,1,1,1,1,1,1,-0.20899944,0.4508314,-0.65080196,-0.18831599,0.09284862,-0.37461442
1,5,1,4,3,1,2,1,1,1,1,1,1,2,-0.027624654,-0.2814818,-0.0953931,-0.18831599,-0.467184,-0.25913695
1,5,1,4,3,1,2,1,1,2,1,1,2,2,-0.27962324,-0.37436056,-0.72653955,0.68729955,-0.28630862,-0.25913695
1,6,1,1,0,1,3,1,1,1,1,1,1,2,4.536439,-0.39550835,-1.3829318,-0.18831599,0.22150476,-0.25913695
1,2,1,2,1,1,4,1,1,1,1,1,1,1,-0.63354486,-0.43301708,0.6872285,-0.18831599,-0.82136685,-0.829396
1,2,1,1,1,1,3,1,1,1,1,1,1,1,-0.90640956,-0.17167056,1.6970628,-0.18831599,0.5196843,-0.72674936
1,2,1,5,7,1,3,1,1,1,1,1,1,1,0.7957848,-0.27762377,1.3688667,-0.18831599,1.7684057,1.7032671
1,5,1,4,2,1,2,1,1,2,1,1,2,2,-0.27962324,-0.3886496,-0.60031027,-0.18831599,-0.28630862,-0.25913695
1,2,1,3,3,1,3,1,1,1,1,1,1,1,-0.5051379,-0.29687825,1.5708336,-0.18831599,0.024736542,-0.31972697
1,2,1,3,1,1,2,1,1,1,2,1,1,1,-0.43932936,-0.2814818,0.18231134,-0.18831599,-0.7381187,-0.23846506
1,2,1,3,3,1,3,1,1,2,1,1,2,1,-0.27962324,0.4258256,-0.12063896,-0.18831599,-0.28630862,1.6341232
1,6,1,5,8,1,3,1,1,1,1,1,1,2,0.40494618,-0.39440092,-2.3422744,-0.18831599,3.819336,-0.25913695
1,2,1,2,1,1,3,1,1,1,1,1,1,1,-0.75392634,1.4920379,1.5960793,-0.18831599,3.188164,-0.27980885
1,2,1,2,1,1,2,1,1,1,2,1,1,1,-0.41525307,-0.2814818,0.40952405,-0.18831599,-0.9031013,0.23841406
1,2,1,2,1,1,3,1,1,1,1,1,1,1,-0.64879316,-0.12073013,1.495096,-0.18831599,0.06711739,-0.7659547
1,2,1,2,1,1,2,1,1,2,2,1,2,1,-0.27962324,-0.2814818,0.030836187,-0.18831599,-0.28630862,-0.5870359
1,5,1,3,3,1,4,1,1,1,1,1,1,1,0.049419504,-0.416156,0.83870363,-0.18831599,-0.9712134,-0.80088305
1,3,1,5,3,1,2,1,1,2,1,1,2,2,-0.27962324,-0.36721605,0.056082048,-0.18831599,-0.28630862,-0.25913695
1,2,1,3,1,1,2,1,1,1,2,1,1,1,-0.58940494,-0.2814818,0.10657376,-0.18831599,-0.85920686,-0.29905507
1,2,1,4,4,1,3,1,1,1,1,1,1,1,0.07189071,0.0434152,1.3688667,-0.18831599,0.5696332,0.19493182
1,2,1,5,7,1,3,1,1,1,1,1,1,1,1.5004178,1.4284874,0.6114909,-0.18831599,2.3481152,1.339014
1,2,1,2,1,1,3,1,1,1,1,1,1,1,-0.7346653,0.14261685,1.7223086,-0.18831599,0.247236,-0.68825686
1,2,1,3,1,1,2,1,1,1,2,1,1,1,-0.3992022,-0.2814818,-0.070147246,-0.18831599,-0.9636454,-0.3232911
1,2,1,2,1,1,3,1,1,2,1,1,2,1,-0.27962324,-0.38711354,-1.711128,-0.18831599,-0.28630862,-0.52644587
1,2,1,2,1,1,2,1,1,1,2,1,1,1,-0.7202195,-0.2814818,-0.044901386,-0.18831599,-0.8001764,-0.5214561
1,2,1,1,1,1,3,1,1,2,1,1,2,1,-0.27962324,0.24542648,0.28329477,-0.18831599,-0.28630862,-0.33683476
1,2,1,1,1,1,3,1,1,2,1,1,2,1,-0.27962324,-0.22432566,1.671817,-0.18831599,-0.28630862,-0.82155496
1,2,1,2,1,1,1,1,1,1,2,2,1,2,-0.55971086,-0.2814818,-0.032278456,-0.18831599,-1.0877607,-0.25913695
1,3,1,6,3,1,2,1,1,2,1,1,2,2,-0.27962324,-0.38404137,-0.14588481,-0.18831599,-0.28630862,-0.25913695
1,5,1,4,5,1,2,1,1,2,1,1,2,2,-0.27962324,-0.3886496,-0.72653955,-0.18831599,-0.28630862,-0.25913695
1,5,1,3,3,1,1,1,1,1,1,1,1,2,-0.24029863,-0.40901148,-0.60031027,-0.18831599,-0.49745604,-0.25913695
1,2,1,3,1,1,3,1,1,1,1,1,1,1,-0.6311372,-0.35471314,1.318375,3.0678794,0.65136766,-0.79731894
1,2,1,3,3,1,3,1,1,2,1,1,2,1,-0.27962324,-0.013562341,-0.6760478,-0.18831599,-0.28630862,8.869285
1,2,1,2,1,1,3,1,1,1,1,1,1,1,-0.73787546,-0.19931984,1.4193584,-0.18831599,0.40010977,-0.53785104
1,3,1,8,4,1,1,1,1,1,1,1,1,2,1.8679826,-0.24575922,-1.1052275,-0.18831599,-0.40209913,-0.25913695
1,3,1,5,3,1,1,1,1,1,1,1,1,2,0.45309877,-0.31720442,0.28329477,-0.18831599,-0.794122,-0.25913695
1,5,1,7,7,1,2,1,1,1,1,1,1,2,0.90894336,-0.15645273,-0.3478517,-0.18831599,-0.61097616,-0.25913695
1,2,1,2,2,1,3,1,1,2,1,1,2,1,-0.27962324,-0.22432566,1.671817,-0.18831599,-0.28630862,-0.29121402
1,2,1,3,3,1,3,1,1,1,1,1,1,1,-0.1584392,-0.39297202,0.71247435,-0.18831599,0.5439019,1.1586696
1,2,1,2,3,1,3,1,1,1,1,1,1,1,-0.3879666,1.4920379,1.5960793,-0.18831599,3.2063272,0.25409618
1,3,1,7,8,1,2,1,1,2,1,1,2,2,-0.27962324,-0.32434893,1.7223086,-0.18831599,-0.28630862,-0.25913695
1,2,1,3,2,1,2,1,1,1,2,1,1,1,-0.23869354,-0.2814818,0.71247435,-0.18831599,-0.9031013,0.030269517
1,2,1,3,1,1,2,1,1,1,2,1,1,1,-0.5548956,-0.2814818,-0.0953931,-0.18831599,-0.6397346,-0.35679382
1,2,1,2,1,1,3,1,1,2,1,1,2,1,-0.27962324,-0.3718957,-0.85276884,-0.18831599,-0.28630862,-0.08449512
1,2,1,2,1,1,3,1,1,1,1,1,1,1,-0.55971086,0.16408613,0.13181962,-0.18831599,0.3183753,-0.44447115
1,5,1,4,2,1,2,1,1,1,1,1,1,2,-0.13115273,-0.3707883,0.28329477,-0.18831599,-0.8985605,-0.25913695
1,2,1,3,3,1,2,1,1,1,1,1,1,1,-0.32536823,0.004298956,1.2931291,-0.18831599,0.37135133,-0.23418811
1,2,1,3,3,1,3,1,1,1,1,1,1,1,-0.21862996,-0.0966531,1.3941125,-0.18831599,0.48184428,-0.3988504
1,2,1,3,1,1,2,1,1,1,2,1,1,1,-0.5195837,-0.2814818,0.10657376,-0.18831599,-1.0983559,-0.48724055
1,2,1,2,1,1,3,1,1,2,1,1,2,1,-0.27962324,-0.3856846,-1.9888325,-0.18831599,-0.28630862,-0.6041437
1,2,1,1,1,1,3,1,1,2,1,1,2,1,-0.27962324,0.0062279766,-0.60031027,-0.18831599,-0.28630862,-0.3140244
1,3,1,5,7,1,2,1,1,2,1,1,2,2,-0.27962324,-0.30855954,0.15706548,-0.18831599,-0.28630862,-0.25913695
1,2,1,3,4,1,3,1,1,1,1,1,1,1,-0.25394186,-0.36946657,0.76296604,-0.18831599,1.1584243,0.6547032
1,2,1,2,1,1,3,1,1,1,1,1,1,1,-0.68009233,-0.03678203,0.83870363,-0.18831599,0.26842642,0.2034857
1,2,1,5,6,1,3,1,1,1,1,1,1,1,1.1095792,-0.112228155,0.8134578,-0.18831599,0.49395308,2.589307
1,5,1,3,2,1,1,1,1,1,1,1,1,2,-0.43932936,-0.3834341,0.83870363,-0.18831599,-0.630653,-0.25913695
1,5,1,5,2,1,4,1,1,1,1,1,1,2,0.32709947,-0.25111762,-0.47408098,-0.18831599,-0.83801645,-0.25913695
1,2,1,2,2,1,3,1,1,1,1,1,1,1,-0.599838,-0.21921733,0.8134578,-0.18831599,0.19123273,0.2569475
1,3,1,11,10,1,1,1,1,1,1,1,1,2,2.7066402,-0.38196948,-0.5750644,-0.18831599,-0.987863,-0.25913695
1,2,1,2,1,1,2,1,1,1,2,1,1,1,-0.7202195,-0.2814818,-0.60031027,-0.18831599,-1.0680839,-0.37675288
1,1,1,3,1,1,3,1,1,2,1,1,2,1,-0.27962324,-0.22343259,-0.9032605,3.6698651,-0.28630862,0.6404467
1,2,1,2,2,1,2,1,1,1,2,1,1,1,-0.5131633,-0.2814818,0.9396871,-0.18831599,-0.1008924,-0.23418811
1,5,1,4,2,1,2,1,1,1,1,1,1,2,0.5237226,-0.39758024,-0.60031027,-0.18831599,-0.8062308,-0.25913695
1,2,1,2,1,1,3,1,1,2,1,1,2,1,-0.27962324,-0.2814818,-1.004244,-0.18831599,-0.28630862,-0.52288175
1,2,1,3,1,1,2,1,1,2,2,1,2,1,-0.27962324,-0.2814818,0.15706548,-0.18831599,-0.28630862,-0.23062399
1,2,1,1,1,1,3,1,1,2,1,1,2,1,-0.27962324,-0.3688593,-1.1052275,-0.18831599,-0.28630862,-0.50577396
1,2,1,3,3,1,4,1,1,1,1,1,1,1,-0.23869354,0.6399469,0.83870363,-0.18831599,0.8708399,0.035972107
1,2,1,2,1,1,2,1,1,2,2,1,2,1,-0.27962324,-0.2814818,-0.0953931,-0.18831599,-0.28630862,-0.554246
