SALE TYPE,PROPERTY TYPE,STATE OR PROVINCE,BEDS,BATHS,STATUS,SOURCE,FAVORITE,INTERESTED,SQUARE FEET_na,LOT SIZE_na,YEAR BUILT_na,$-SQUARE FEET_na,PRICE,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$-SQUARE FEET
1,5,1,4,1,2,4,1,1,1,1,1,1,-0.5658401,-0.16729166,-0.36392644,-0.7457486,-0.17241736,-1.0084771
1,2,1,5,7,1,3,1,1,1,1,1,1,3.377839,1.6321738,1.4517152,0.6329624,-0.17241736,2.2586186
1,2,1,1,1,1,2,1,1,1,2,1,1,-0.68078935,-0.94691753,-0.2777154,0.2687746,-0.17241736,-0.9359407
1,5,1,4,2,1,4,1,1,1,1,1,1,-0.43003517,-0.11941989,-0.3181796,0.034653857,-0.17241736,-0.7227727
1,6,1,5,3,1,3,1,1,1,1,1,1,0.22279872,0.16439128,-0.2862294,-0.7457486,-0.17241736,0.31346056
1,2,1,2,3,1,3,1,1,2,1,1,2,0.46773267,-0.28526136,-0.03324206,-0.95385593,-0.17241736,-0.25572756
1,2,1,3,3,1,3,1,1,1,1,1,1,0.6859907,-0.16558194,0.04841244,1.3873514,-0.17241736,1.8988975
1,5,1,4,2,1,4,1,1,1,1,1,1,-0.5270387,-0.31261665,-0.42630193,0.6849892,-0.17241736,-0.84267974
1,2,1,2,1,1,3,1,1,1,1,1,1,0.34647825,-0.6203637,1.5163054,1.6474856,-0.17241736,2.8344681
1,2,1,3,3,1,2,1,1,1,2,1,1,-0.55807984,-0.34852046,-0.2777154,0.08668069,-0.17241736,-0.90633404
1,2,1,3,4,1,3,1,1,1,1,1,1,2.0440404,0.46273497,0.39507192,1.4133649,-0.17241736,2.7293644
1,2,1,3,1,1,2,1,1,1,2,1,1,-0.16279039,-0.17754988,-0.2777154,-1.0318961,-0.17241736,-0.05810308
1,7,1,1,0,1,4,1,1,2,1,2,2,-0.40578428,-0.28526136,-0.08654077,0.008640442,-0.17241736,-0.25572756
1,2,1,3,3,1,3,1,1,2,1,1,2,-0.11477363,-0.28526136,0.18830341,0.21674776,-0.17241736,-0.25572756
1,2,1,3,1,1,2,1,1,2,2,1,2,-0.50812304,-0.28526136,-0.2777154,0.294788,-0.17241736,-0.25572756
1,2,1,2,1,1,3,1,1,1,1,1,1,-0.3791083,-0.75201106,-0.20272325,1.4653916,-0.17241736,0.35342956
1,2,1,4,6,1,3,1,1,1,1,1,1,2.8903964,0.8542576,0.3179195,-0.095413215,-0.17241736,3.0017457
1,5,1,3,3,1,4,1,1,1,1,1,1,-0.49502754,-0.13993636,-0.4096733,0.8410697,-0.17241736,-0.857483
1,2,1,2,1,1,1,1,1,1,2,2,1,-0.64053285,-0.7332043,-0.2777154,0.008640442,-0.17241736,-0.9344604
1,2,1,1,1,1,3,1,1,2,1,1,2,-0.51733834,-0.28526136,0.24929921,0.294788,-0.17241736,-0.25572756
1,2,1,3,1,1,3,1,1,1,1,1,1,-0.40578428,-0.43657032,13.427079,-0.38156077,11.876979,-0.38673708
1,2,1,4,4,1,3,1,1,1,1,1,1,2.7715669,1.7886119,-0.2907678,-1.5781779,-0.17241736,1.5569406
1,6,1,7,8,1,3,1,1,1,1,1,1,1.2922628,1.0970358,-0.23467344,-0.7457486,-0.17241736,0.8034509
1,2,1,3,3,1,3,1,1,1,1,1,1,-0.11477363,-0.4622159,1.1851491,0.8150563,-0.17241736,0.5636369
1,2,1,3,3,1,3,1,1,1,1,1,1,1.0012522,-0.26474488,1.5163054,1.6474856,-0.17241736,3.0239508
1,2,1,3,3,1,3,1,1,1,1,1,1,-0.3107208,-0.5519755,-0.40241188,1.6995125,-0.17241736,0.11213525
1,2,1,3,3,1,3,1,1,2,1,1,2,-0.11477363,-0.28526136,0.3525927,0.19073434,-0.17241736,-0.25572756
1,3,1,5,7,1,2,1,1,2,1,1,2,-0.425185,-0.28526136,-0.31375015,0.16472094,-0.17241736,-0.25572756
1,2,1,2,1,1,3,1,1,2,1,1,2,-0.34273195,-0.28526136,2.8207445,0.13870752,-0.17241736,-0.25572756
1,2,1,3,1,1,3,1,1,2,1,1,2,-0.40578428,-0.28526136,-0.06203353,-1.2139901,-0.17241736,-0.25572756
1,5,1,5,3,1,1,1,1,1,1,1,1,-0.2942302,0.50633246,-0.32253644,0.42485508,-0.17241736,-0.7701434
1,3,1,6,5,1,2,1,1,2,1,1,2,-0.4780524,-0.28526136,-0.27798772,-0.6156815,-0.17241736,-0.25572756
1,2,1,2,1,1,4,1,1,1,1,1,1,-0.59979135,-0.64088017,-0.4402438,0.71100265,-0.17241736,-0.8411994
1,2,1,2,3,1,3,1,1,1,1,1,1,-0.6938848,-0.560524,0.35074103,-1.2920303,-0.17241736,-1.2423697
1,2,1,3,4,1,3,1,1,1,1,1,1,0.5889871,0.3276682,-0.346136,1.3353246,-0.17241736,0.7279539
1,2,1,3,1,1,3,1,1,2,1,1,2,-0.262219,-0.28526136,-0.03934164,0.1126941,-0.17241736,-0.25572756
1,3,1,5,3,1,2,1,1,2,1,1,2,-0.1142891,-0.28526136,-0.37336627,0.060667273,-0.17241736,-0.25572756
1,2,1,2,1,1,3,1,1,1,1,1,1,-0.3572825,-0.6562675,-0.37699696,-0.5896681,-0.17241736,0.17430924
1,2,1,2,1,1,3,1,1,2,1,1,2,-0.3907487,-0.28526136,0.14480759,1.7775527,-0.17241736,-0.25572756
1,5,1,4,2,1,4,1,1,1,1,1,1,-0.43197525,0.5165907,-0.2541703,0.16472094,-0.17241736,-0.972949
1,2,1,2,2,1,3,1,1,2,1,1,2,0.11609482,-0.28526136,-0.013926722,-0.6937218,-0.17241736,-0.25572756
1,2,1,3,3,1,3,1,1,1,1,1,1,-0.32042116,-0.5041037,-0.30187774,1.6214722,-0.17241736,-0.013693083
1,2,1,2,1,1,3,1,1,1,1,1,1,-0.4882373,-0.8545934,-0.30187774,1.6214722,-0.17241736,0.11657625
1,2,1,3,3,1,3,1,1,1,1,1,1,-0.5027878,-0.26303518,2.6691625,0.16472094,-0.17241736,-0.8086321
1,5,1,5,6,1,2,1,1,1,1,1,1,0.15247114,1.532156,-0.032080237,-0.7457486,-0.17241736,-0.5939837
1,2,1,2,1,1,2,1,1,1,1,1,1,-0.49308747,-0.81441534,-0.050233748,1.5434319,-0.17241736,-0.040339082
1,2,1,4,3,1,3,1,1,1,1,1,1,0.831496,0.07890599,-0.09525446,-0.30352053,-0.17241736,1.5821062
1,2,1,3,1,1,2,1,1,1,2,1,1,-0.59203106,-0.39126313,-0.2777154,-0.069399804,-0.17241736,-0.98035073
1,2,1,1,1,1,3,1,1,2,1,1,2,-0.4635014,-0.28526136,-0.14524923,0.21674776,-0.17241736,-0.25572756
1,6,1,5,9,1,3,1,1,1,1,1,1,0.17429695,3.997552,-0.41163388,-1.4220974,-0.17241736,-0.9714687
1,6,1,4,5,1,4,1,1,1,1,1,1,-0.16283889,0.9765016,-0.39224592,0.034653857,-0.17241736,-0.7538597
1,2,1,3,3,1,3,1,1,2,1,1,2,-0.6094917,-0.28526136,3.5459774,0.2687746,2.7342353,-0.25572756
1,2,1,1,1,1,3,1,1,1,1,1,1,-0.45380104,-0.915288,-0.37812248,-2.6967547,-0.17241736,0.6080469
1,2,1,4,3,1,3,1,1,1,1,1,1,-0.16279039,-0.1809693,-0.10135404,-1.396084,-0.17241736,-0.05366208
1,2,1,1,1,1,3,1,1,2,1,1,2,-0.5532297,-0.28526136,1.2232351,0.008640442,-0.17241736,-0.25572756
1,2,1,2,1,1,3,1,1,2,1,1,2,-0.40626928,-0.28526136,0.1489466,-0.35554737,-0.17241736,-0.25572756
1,2,1,2,2,1,3,1,1,2,1,1,2,-0.3325466,-0.28526136,-0.22813818,1.7255259,-0.17241736,-0.25572756
1,6,1,5,3,1,4,1,1,1,1,1,1,-0.26561415,0.6396895,-0.27148876,-0.48561445,-0.17241736,-0.7760647
1,6,1,10,12,1,3,1,1,1,1,1,1,0.5404853,2.2374098,-0.37699696,-0.8758157,-0.17241736,-0.47407672
1,2,1,4,5,1,3,1,1,2,1,1,2,-0.041535947,-0.28526136,-0.4246318,-1.4220974,-0.17241736,-0.25572756
1,2,1,3,1,1,2,1,1,1,2,1,1,-0.48532718,-0.43400577,-0.2777154,-0.45960104,-0.17241736,-0.6324724
1,6,1,6,6,1,3,1,1,1,1,1,1,0.46773267,1.4466707,-0.31527504,-1.1359499,-0.17241736,-0.2683104
1,5,1,4,5,1,2,1,1,2,1,1,2,-0.45384952,-0.28526136,-0.39515048,-0.7457486,-0.17241736,-0.25572756
1,2,1,2,1,1,2,1,1,1,2,1,1,-0.616282,-0.7332043,-0.2777154,-0.04338639,-0.17241736,-0.82047474
1,3,1,6,3,1,2,1,1,2,1,1,2,-0.3378818,-0.28526136,-0.37601668,-0.7457486,-0.17241736,-0.25572756
1,2,1,1,1,1,3,1,1,1,1,1,1,-0.46835157,-0.92212677,0.14480759,1.7775527,-0.17241736,0.54291224
1,2,1,1,1,1,3,1,1,2,1,1,2,-0.55080456,-0.28526136,-0.22813818,1.7255259,-0.17241736,-0.25572756
1,2,1,3,1,1,3,1,1,1,1,1,1,-0.24039322,-0.6383156,-0.36065882,1.361338,2.9720523,0.5991649
1,2,1,2,1,1,3,1,1,1,1,1,1,-0.27191937,-0.5622337,0.1666281,0.13870752,-0.17241736,0.27349156
1,2,1,4,4,1,3,1,1,2,1,1,2,0.5889871,-0.28526136,-0.31937772,-0.7457486,-0.17241736,-0.25572756
1,2,1,1,1,1,3,1,1,2,1,1,2,-0.6090067,-0.28526136,-0.3750364,-1.1359499,-0.17241736,-0.25572756
1,2,1,5,6,1,3,1,1,2,1,1,2,2.286549,-0.28526136,-0.18093903,1.6995125,-0.17241736,-0.25572756
1,2,1,2,3,1,3,1,1,1,1,1,1,0.34647825,-0.56650794,1.5163054,1.6474856,-0.17241736,2.5176768
1,2,1,3,3,1,3,1,1,1,1,1,1,0.10396937,-0.13480724,-0.39954364,0.7370161,-0.17241736,0.49406123
1,2,1,4,6,1,3,1,1,1,1,1,1,0.9503253,0.677303,-0.012038757,-0.17345347,-0.17241736,0.8256559
1,2,1,5,7,1,3,1,1,1,1,1,1,3.6154978,1.4158959,0.051534843,-0.35554737,-0.17241736,2.781176
1,5,1,3,1,1,4,1,1,1,1,1,1,-0.5027878,-0.618654,-0.32253644,-0.22548029,-0.17241736,-0.48295873
1,2,1,2,1,1,3,1,1,1,1,1,1,-0.40772435,-0.74859166,0.14480759,1.7775527,-0.17241736,0.20391591
1,2,1,2,1,1,2,1,1,2,2,1,2,-0.6240423,-0.28526136,-0.2777154,-0.095413215,-0.17241736,-0.25572756
