SALE TYPE,PROPERTY TYPE,STATE OR PROVINCE,BEDS,STATUS,SOURCE,FAVORITE,INTERESTED,SQUARE FEET_na,LOT SIZE_na,YEAR BUILT_na,$-SQUARE FEET_na,HOA-MONTH_na,PRICE,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$-SQUARE FEET,HOA-MONTH
1,2,1,3,1,2,1,1,2,2,1,2,1,-0.4738484,-0.2732842,-0.37876132,-0.06542778,-0.21463843,-0.35868222,-0.3804548
1,2,1,1,1,3,1,1,2,1,1,2,1,-0.46893206,-0.2732842,-0.30166787,1.7156739,-0.21463843,-0.35868222,-0.7829843
1,3,1,10,1,1,1,1,1,1,1,1,2,-0.11045033,1.319729,-0.53442425,-0.574314,-0.21463843,-0.6995114,-0.27636373
1,3,1,7,1,1,1,1,2,1,1,2,2,0.022700038,-0.2732842,-0.56280917,-0.7015355,-0.21463843,-0.35868222,-0.27636373
1,3,1,6,1,3,1,1,1,1,1,1,2,0.10422903,0.92306864,-0.56280917,-1.3630877,-0.21463843,-0.31553927,-0.27636373
1,3,1,5,1,2,1,1,2,1,1,2,2,-0.32594907,-0.2732842,-0.53487843,-0.44709244,-0.21463843,-0.35868222,-0.27636373
1,6,1,3,1,4,1,1,1,1,1,1,2,-0.26408535,-0.080529615,-0.44926947,-0.95597863,-0.21463843,-0.3745013,-0.27636373
1,5,1,3,1,4,1,1,1,1,1,1,2,-0.4283724,-0.60303795,-0.44926947,-0.19264933,-0.21463843,-0.35868222,-0.27636373
1,2,1,4,1,3,1,1,1,1,1,1,1,0.92197716,0.596501,-0.3905127,1.6647853,-0.21463843,1.1096158,1.1571947
1,6,1,11,1,3,1,1,1,1,1,1,2,0.75809973,3.6224294,-0.44274095,-0.8287571,-0.21463843,-0.47085387,-0.27636373
1,5,1,4,1,2,1,1,1,1,1,1,2,-0.2436007,-0.022384634,-0.39249963,-0.06542778,-0.21463843,-0.37018698,-0.27636373
1,3,1,5,1,3,1,1,1,1,1,1,2,0.47131434,1.4806232,-0.5818271,-1.0832002,-0.21463843,-0.13290083,-0.27636373
1,2,1,3,1,3,1,1,1,1,1,1,1,0.022700038,-0.2119532,-0.098772444,1.4357865,-0.21463843,0.53150046,-0.3923133
1,2,1,3,1,3,1,1,1,1,1,1,1,-0.100617684,-0.4572772,1.9081552,0.8251231,-0.21463843,0.65805304,-0.19664837
1,5,1,5,1,1,1,1,1,1,1,1,2,-0.25220424,0.4451647,-0.44926947,0.4434584,-0.21463843,-0.6376732,-0.27636373
1,2,1,2,1,3,1,1,1,1,1,1,1,-0.3239006,-0.72729295,-0.26192898,1.4612309,-0.21463843,0.45384315,-0.52078015
1,2,1,4,1,2,1,1,2,1,1,2,1,-0.3751123,-0.2732842,6.431123,0.87601167,-0.21463843,-0.35868222,-0.50694525
1,2,1,1,1,3,1,1,2,1,1,2,1,-0.47098055,-0.2732842,0.22260167,-0.6252026,-0.21463843,-0.35868222,-0.2908574
1,3,1,6,1,2,1,1,2,1,1,2,2,-0.26613382,-0.2732842,-0.5618441,-1.0832002,2.4856894,-0.35868222,-0.27636373
1,2,1,1,1,3,1,1,2,1,1,2,1,-0.47507748,-0.2732842,-0.38625497,-1.0832002,-0.21463843,-0.35868222,-0.36727872
1,5,1,3,1,4,1,1,1,1,1,1,1,-0.4734387,-0.4437366,-0.62048733,0.8251231,-0.21463843,-0.7052638,-0.75267935
1,6,1,10,1,3,1,1,1,1,1,1,2,-0.018269306,4.7463,-0.54010123,-0.574314,-0.21463843,-0.9856929,-0.27636373
1,2,1,3,1,3,1,1,1,1,1,1,1,0.57881504,-0.4556842,-0.53442425,-1.0832002,-0.21463843,3.1157625,-0.4252535
1,2,1,3,1,3,1,1,2,1,1,2,1,-0.22516449,-0.2732842,-0.0064646667,0.1381267,-0.21463843,-0.35868222,0.14263591
1,2,1,3,1,3,1,1,2,1,1,2,1,-0.28457004,-0.2732842,0.44508272,0.26534826,-0.21463843,-0.35868222,0.25792667
1,3,1,8,1,2,1,1,1,1,1,1,2,-0.24401039,1.1620207,-0.53442425,-1.312199,-0.21463843,-0.8188736,-0.27636373
1,2,1,1,1,3,1,1,1,1,1,1,1,-0.41362345,-0.8945593,-0.21798912,1.7411182,-0.21463843,0.5674529,-0.69536334
1,2,1,3,1,3,1,1,2,1,1,2,1,-0.4283724,-0.2732842,0.3824088,-0.039983474,-0.21463843,-0.35868222,-0.41075984
1,2,1,3,1,2,1,1,1,2,1,1,1,-0.4525853,-0.54568946,-0.37876132,-0.06542778,-0.21463843,-0.53413016,-0.35344383
1,6,1,3,1,2,1,1,2,1,1,2,2,-0.41608164,-0.2732842,-0.5514552,-0.19264933,2.9137902,-0.35868222,-0.27636373
1,2,1,3,1,2,1,1,1,2,1,1,1,-0.45049587,-0.47081783,-0.37876132,0.29079255,-0.21463843,-0.60028267,-0.3218212
1,2,1,2,1,1,1,1,1,2,2,1,2,-0.54472536,-0.7097698,-0.37876132,-0.039983474,-0.21463843,-0.79730207,-0.27636373
1,2,1,3,1,2,1,1,1,2,1,1,1,-0.40788776,-0.31151652,-0.37876132,-0.06542778,-0.21463843,-0.58733976,-0.2289298
1,2,1,4,1,3,1,1,1,1,1,1,1,0.24803142,0.07638218,0.12382214,1.4103422,-0.21463843,0.6149101,0.1564708
1,2,1,5,1,3,1,1,1,1,1,1,1,0.8830563,1.1062652,-0.12352409,0.8505674,-0.21463843,0.5430052,2.369395
1,2,1,2,1,3,1,1,2,1,1,2,1,-0.43246937,-0.2732842,3.7301269,0.26534826,-0.21463843,-0.35868222,-0.4344768
1,2,1,4,1,3,1,1,1,1,1,1,1,0.91992867,0.7040294,0.8917479,-1.0577558,-0.21463843,0.9744346,1.2507449
1,2,1,3,1,3,1,1,2,1,1,2,1,-0.100617684,-0.2732842,0.3494823,0.23990394,-0.21463843,-0.35868222,1.0840675
1,2,1,3,1,3,1,1,1,1,1,1,1,0.18657741,-0.34417328,0.5403425,-1.3630877,-0.21463843,1.3195782,-0.3198448
1,2,1,1,1,2,1,1,2,2,2,2,1,-0.44639894,-0.2732842,-0.37876132,-0.039983474,-0.21463843,-0.35868222,-0.43315917
1,2,1,1,1,3,1,1,1,1,1,1,1,-0.39928418,-0.88579774,0.281472,1.7665626,-0.21463843,0.63791966,-0.7513617
1,4,1,5,1,4,1,1,1,1,1,1,2,2.4398913,8.33058,-0.37876132,-1.3376433,-0.21463843,-0.3745013,-0.27636373
1,2,1,2,1,2,1,1,2,2,1,2,1,-0.46504,-0.2732842,-0.37876132,-0.014539162,-0.21463843,-0.35868222,-0.47993428
1,2,1,4,1,3,1,1,2,1,1,2,1,0.59422237,-0.2732842,0.08765975,-0.7015355,-0.21463843,-0.35868222,1.6051818
1,2,1,2,1,3,1,1,2,1,1,2,1,0.39142412,-0.2732842,0.003072668,-0.90509003,-0.21463843,-0.35868222,1.1736648
1,2,1,2,1,3,1,1,2,1,1,2,1,-0.29317358,-0.2732842,4.46558,0.16357102,-0.21463843,-0.35868222,0.20522232
1,3,1,6,1,1,1,1,1,1,1,1,2,-0.08873658,0.9389988,-0.43723428,1.308565,-0.21463843,-0.5715207,-0.27636373
1,2,1,2,1,3,1,1,1,1,1,1,1,-0.28457004,-0.5902938,-0.2935498,0.8505674,-0.21463843,0.25538564,0.21378678
1,3,1,8,1,1,1,1,1,1,1,1,2,0.43239346,1.8589638,-0.33572978,-1.0832002,-0.21463843,-0.30834877,-0.27636373
1,2,1,3,1,3,1,1,1,1,1,1,1,-0.20672828,-0.62135756,-0.5088778,1.3594536,3.70413,0.6925674,-0.760585
1,2,1,3,1,3,1,1,2,1,1,2,1,0.14560807,-0.2732842,0.033274226,-0.6506469,-0.21463843,-0.35868222,8.173462
1,6,1,5,1,3,1,1,1,1,1,1,2,0.1435596,3.6980975,-0.5885827,-1.3630877,-0.21463843,-0.8332545,-0.27636373
1,6,1,4,1,3,1,1,1,1,1,1,2,-0.43410814,-0.012030049,-0.5982903,-1.312199,-0.21463843,-0.81599736,-0.27636373
1,2,1,2,1,3,1,1,1,1,1,1,1,-0.5062142,-0.4309925,0.34976614,0.23990394,-0.21463843,-0.8289403,1.2461333
1,2,1,1,1,3,1,1,1,1,1,1,1,-0.2436007,-0.7456126,-0.13862488,1.3594536,-0.21463843,0.9845013,-0.47861668
1,2,1,2,1,3,1,1,1,1,1,1,1,0.80111754,-0.3178886,2.3762794,-1.2104217,-0.21463843,3.1344578,0.25858548
1,2,1,3,1,2,1,1,2,2,1,2,1,-0.4882696,-0.2732842,-0.37876132,0.061793767,-0.21463843,-0.35868222,-0.19335435
1,2,1,1,1,2,1,1,1,2,1,1,1,-0.5787299,-0.90889645,-0.37876132,0.29079255,-0.21463843,-0.7987402,-0.60906
1,2,1,2,1,3,1,1,1,1,1,1,1,0.28900078,-0.55445105,2.4259531,1.639341,-0.21463843,2.5563424,-0.0662051
1,5,1,4,1,4,1,1,1,1,1,1,2,-0.3255398,-0.48834097,-0.33572978,-0.574314,-0.21463843,-0.111329354,-0.27636373
1,2,1,1,1,3,1,1,1,1,1,1,1,-0.3669184,-0.9503148,-0.2935498,0.8505674,-0.21463843,1.4087402,-0.20784806
1,2,1,3,1,2,1,1,1,2,1,1,1,-0.47507748,-0.35134184,-0.37876132,0.11268239,-0.21463843,-0.7699782,-0.06686391
1,2,1,3,1,3,1,1,2,1,1,2,1,-0.518505,-0.2732842,5.599558,0.29079255,3.4077525,-0.35868222,-0.14328521
1,2,1,3,1,2,1,1,1,2,1,1,1,-0.50375605,-0.39116716,-0.37876132,-0.039983474,-0.21463843,-0.8418831,-0.32248002
1,2,1,2,1,3,1,1,1,1,1,1,1,-0.34807253,-0.7241069,0.281472,1.7665626,-0.21463843,0.30859524,-0.6597879
1,2,1,1,1,3,1,1,1,1,1,1,1,-0.38699338,-0.8794257,-0.53618413,-2.6098588,-0.21463843,0.701196,-0.45489973
1,2,1,3,1,3,1,1,2,1,1,2,1,-0.100617684,-0.2732842,0.60636586,0.21445963,-0.21463843,-0.35868222,0.71513695
1,2,1,2,1,3,1,1,2,1,1,2,1,-0.4283724,-0.2732842,-0.06067987,0.16357102,-0.21463843,-0.35868222,0.18018776
1,2,1,3,1,3,1,1,1,1,1,1,1,1.3132343,0.6777446,-0.081173785,-2.3554156,-0.21463843,1.5827501,0.9918348
1,2,1,4,1,3,1,1,2,1,1,2,1,0.14560765,-0.2732842,-0.56036806,-1.5157535,5.251879,-0.35868222,0.14658873
1,3,1,7,2,2,1,1,1,2,1,1,2,-0.32594907,-0.0900877,-0.37876132,1.384898,-0.21463843,-0.5183111,-0.27636373
1,3,1,9,2,2,1,1,1,1,1,1,2,-0.14117734,0.843418,-0.53442425,-1.312199,-0.21463843,-0.6089113,-0.27636373
1,3,1,6,1,2,1,1,2,1,1,2,2,-0.38289687,-0.2732842,-0.5060393,-0.574314,-0.21463843,-0.35868222,-0.27636373
1,5,1,5,1,1,1,1,1,1,1,1,2,-0.2935833,0.021423226,-0.56280917,-0.7015355,-0.21463843,-0.5139968,-0.27636373
1,2,1,1,1,3,1,1,1,1,1,1,1,-0.3378302,-0.7894205,-0.12931462,0.21445963,-0.21463843,0.60915774,-0.26516405
1,2,1,1,1,3,1,1,2,1,1,2,1,-0.5180953,-0.2732842,-0.53135866,-1.0832002,-0.21463843,-0.35868222,-0.49113396
1,2,1,3,1,2,1,1,2,2,1,2,1,-0.49802032,-0.2732842,-0.37876132,-0.06542778,-0.21463843,-0.35868222,-0.32906806
1,2,1,2,1,2,1,1,2,2,1,2,1,-0.4996591,-0.2732842,-0.37876132,0.061793767,-0.21463843,-0.35868222,-0.41800666
1,2,1,2,1,3,1,1,2,1,1,2,1,-0.28457004,-0.2732842,-0.10484681,0.49434704,5.67998,-0.35868222,0.21773961
1,5,1,4,1,2,1,1,1,1,1,1,2,-0.42796272,-0.5265733,-0.4876459,-0.7015355,4.560332,-0.45647287,-0.27636373
1,3,1,8,1,2,1,1,2,1,1,2,2,0.002215366,-0.2732842,-0.4989431,-1.0832002,-0.21463843,-0.35868222,-0.27636373
1,5,1,5,1,2,1,1,2,1,1,2,2,-0.29768023,-0.2732842,-0.57416314,-0.7015355,-0.21463843,-0.35868222,-0.27636373
1,6,1,4,1,4,1,1,1,1,1,1,2,-0.3054644,0.44835076,-0.32414874,0.31623688,-0.21463843,-0.7268353,-0.27636373
1,2,1,4,1,3,1,1,2,1,1,2,1,0.4938475,-0.2732842,-0.4443305,-0.7015355,-0.21463843,-0.35868222,5.3662963
1,2,1,3,1,3,1,1,2,1,1,2,1,-0.29481238,-0.2732842,-0.36791828,-1.0323116,-0.21463843,-0.35868222,-0.32840925
1,5,1,3,1,4,1,1,1,1,1,1,2,-0.48531982,-0.615782,-0.630933,0.9523446,-0.21463843,-0.5988446,-0.27636373
1,5,1,4,1,4,1,1,1,1,1,1,1,-0.4488571,-0.3178886,-0.6115177,0.69790155,-0.21463843,-0.70814,-0.8014309
1,2,1,1,1,3,1,1,1,1,1,1,1,-0.37879953,-0.87623966,0.281472,1.7665626,-0.21463843,0.74865323,-0.7460913
1,5,1,4,1,2,1,1,1,1,1,1,2,-0.43820506,-0.12513398,-0.53442425,0.31623688,-0.21463843,-0.7800449,-0.27636373
1,2,1,5,1,3,1,1,1,1,1,1,1,3.4620762,1.0879456,-0.2618722,1.2067877,-0.21463843,3.6708684,2.1454015
1,2,1,2,1,3,1,1,1,1,1,1,1,-0.23335835,-0.5504685,0.31559068,0.16357102,-0.21463843,0.37618586,-0.4344768
1,5,1,3,1,4,1,1,1,1,1,1,1,-0.45295402,-0.46285278,-0.630933,0.87601167,-0.21463843,-0.61610174,-0.80011326
1,5,1,7,2,2,1,1,1,1,1,1,2,-0.2231619,0.7295176,-0.50831014,0.11268239,-0.21463843,-0.68800664,-0.27636373
1,5,1,4,1,2,1,1,2,1,1,2,2,-0.31529704,-0.2732842,-0.48900837,-0.6506469,-0.21463843,-0.35868222,-0.27636373
1,6,1,5,1,3,1,1,1,1,1,1,2,2.8495848,1.1237884,-0.6168541,-2.457193,-0.21463843,2.8669715,-0.27636373
1,1,1,3,1,3,1,1,2,1,1,2,1,-0.038753975,-0.2732842,-0.30024862,-0.8796457,4.4286084,-0.35868222,0.5682236
1,2,1,2,1,3,1,1,2,1,1,2,1,-0.2374553,-0.2732842,1.890954,0.18901531,-0.21463843,-0.35868222,-0.12088587
1,2,1,3,1,2,1,1,2,2,1,2,1,-0.36323118,-0.2732842,-0.37876132,1.4357865,-0.21463843,-0.35868222,-0.7217155
1,2,1,2,1,2,1,1,2,2,1,2,1,-0.5160468,-0.2732842,-0.37876132,0.1381267,-0.21463843,-0.35868222,-0.47268745
1,5,1,7,1,2,1,1,1,1,1,1,2,-0.047767233,0.9071385,-0.19380517,-0.3198709,-0.21463843,-0.5068063,-0.27636373
1,3,1,7,1,1,1,1,1,1,1,1,2,0.39101443,1.4009726,-0.56280917,-1.0323116,-0.21463843,-0.18467236,-0.27636373
1,2,1,2,1,2,1,1,1,1,1,1,1,-0.42017856,-0.78543794,-0.023495622,1.5375638,-0.21463843,0.07130908,-0.80011326
1,5,1,4,1,2,1,1,2,1,1,2,2,-0.35626638,-0.2732842,-0.56280917,-0.8287571,-0.21463843,-0.35868222,-0.27636373
1,2,1,1,1,3,1,1,2,1,1,2,1,-0.39518726,-0.2732842,-0.17206232,0.23990394,-0.21463843,-0.35868222,-0.10836858
