SALE TYPE,PROPERTY TYPE,STATE OR PROVINCE,BEDS,BATHS,STATUS,SOURCE,FAVORITE,INTERESTED,SQUARE FEET_na,YEAR BUILT_na,$-SQUARE FEET_na,HOA-MONTH_na,PRICE,SQUARE FEET,YEAR BUILT,DAYS ON MARKET,$-SQUARE FEET,HOA-MONTH
1,2,1,3,2,1,3,1,1,2,1,2,1,-0.35884345,-0.30315122,-1.1856916,-0.20307691,-0.2631465,-0.6733749
1,3,1,7,7,1,2,1,1,2,1,2,2,-0.2427306,-0.30315122,-1.3927991,-0.20307691,-0.2631465,-0.2804758
1,5,1,4,3,1,4,1,1,1,1,1,2,-0.43760338,-0.51853514,0.18639548,-0.20307691,-0.52288115,-0.2804758
1,3,1,9,6,1,2,1,1,1,1,1,2,0.07726852,0.9936707,-0.20193106,-0.20307691,-0.47445607,-0.2804758
1,3,1,7,7,1,1,1,1,1,1,1,2,-0.071513355,0.60206366,-0.6679229,-0.20307691,-0.5023372,-0.2804758
1,2,1,1,1,1,3,1,1,1,1,1,1,-0.41788387,-0.8762531,-2.6613326,-0.20307691,0.60703814,-0.46681172
1,5,1,4,2,1,4,1,1,1,1,1,2,-0.40017173,0.38517356,0.18639548,-0.20307691,-0.9601746,-0.2804758
1,6,1,5,3,1,3,1,1,1,1,1,2,0.13119212,0.07490024,-0.7196998,-0.20307691,0.31502002,-0.2804758
1,2,1,3,3,1,2,1,1,1,1,1,1,-0.12268173,-0.34532428,1.3513751,-0.20307691,0.32675943,-0.26699096
1,6,1,9,12,1,3,1,1,1,1,1,2,5.6428127,4.8193707,-1.3410223,-0.20307691,1.5271153,-0.2804758
1,2,1,2,1,1,2,1,1,2,1,2,1,-0.52612466,-0.30315122,0.056953296,-0.20307691,-0.2631465,-0.43248668
1,2,1,3,1,1,2,1,1,2,1,2,1,-0.46196738,-0.30315122,0.31583765,-0.20307691,-0.2631465,-0.4367773
1,2,1,2,1,1,3,1,1,2,1,2,1,-0.4474041,-0.30315122,-1.0044726,-0.20307691,-0.2631465,-0.51523453
1,2,1,4,3,1,3,1,1,1,1,1,1,0.46772254,0.04251735,-1.3927991,-0.20307691,1.1162355,-0.6169837
1,2,1,4,4,1,3,1,1,1,1,1,1,0.9006857,0.3015805,-1.2892454,-0.20307691,1.4889622,0.18658985
1,2,1,4,6,1,3,1,1,1,1,1,1,2.2960079,0.6826443,-0.07248888,-0.20307691,2.9798687,4.9485755
1,5,1,5,8,1,1,1,1,1,1,1,2,0.48740268,1.596143,1.2737098,-0.20307691,-0.2631465,-0.2804758
1,2,1,2,2,1,3,1,1,2,1,2,1,-0.30019662,-0.30315122,0.574722,1.6741936,-0.2631465,-0.088623375
1,2,1,1,1,1,3,1,1,2,1,2,1,-0.49857244,-0.30315122,-0.6420345,-0.20307691,-0.2631465,-0.31418788
1,3,1,6,5,1,2,1,1,2,1,2,2,-0.4375644,-0.30315122,-0.5902576,-0.20307691,-0.2631465,-0.2804758
1,6,1,4,6,1,4,1,1,1,1,1,1,-0.28602692,0.8279908,1.3254867,-0.20307691,-0.9000101,-0.879938
1,5,1,3,2,1,4,1,1,1,1,1,1,-0.4769243,0.21798745,0.9630486,-0.20307691,-1.0584923,-0.879938
1,2,1,2,2,1,3,1,1,1,1,1,1,-0.31948316,-0.60288125,0.8594948,-0.20307691,0.15213555,0.15532956
1,2,1,1,1,1,3,1,1,1,1,1,1,-0.3578988,-0.81901824,0.60061044,-0.20307691,0.74497634,-0.36567545
1,6,1,12,15,1,3,1,1,1,1,1,2,0.6822361,3.3802145,-0.84914196,-0.20307691,-0.5889154,-0.2804758
1,2,1,3,3,1,3,1,1,2,1,2,1,-0.5442304,-0.30315122,0.2899492,2.5140252,-0.2631465,-0.17688775
1,2,1,3,3,1,3,1,1,1,1,1,1,-0.14275548,-0.47711512,0.83360636,-0.20307691,0.5630153,-0.22653647
1,2,1,3,3,1,3,1,1,1,1,1,1,-0.20140229,-0.4650657,1.3513751,-0.20307691,0.3091503,-0.2725075
1,2,1,3,1,1,2,1,1,2,1,2,1,-0.48484042,-0.30315122,0.18639548,-0.20307691,-0.2631465,-0.26392624
1,2,1,4,3,1,3,1,1,1,1,1,1,0.34964168,0.39119828,-0.6420345,-0.20307691,0.35757542,1.0110036
1,3,1,6,4,1,1,1,1,1,1,1,2,-0.14240123,0.6924345,-1.3410223,-0.20307691,-0.6505474,-0.2804758
1,3,1,6,9,1,2,1,1,2,1,2,2,-0.22108243,-0.30315122,1.7914785,-0.20307691,-0.2631465,-0.2804758
1,2,1,3,1,1,3,1,1,2,1,2,1,-0.32932323,-0.30315122,-1.0562495,-0.20307691,-0.2631465,-0.34912586
1,5,1,3,1,1,4,1,1,1,1,1,2,-0.45763776,-0.6149307,-0.20193106,-0.20307691,-0.47445607,-0.2804758
1,2,1,1,1,1,3,1,1,2,1,2,1,-0.49699804,-0.30315122,-0.5902576,-0.20307691,-0.2631465,-0.33564103
1,4,1,5,16,1,4,1,1,1,1,1,2,2.2979758,7.8317327,-1.3669107,-0.20307691,-0.49059775,-0.2804758
1,3,1,6,6,1,1,1,1,1,1,1,2,-0.131341,0.8430526,1.3254867,-0.20307691,-0.6916354,-0.2804758
1,2,1,2,2,1,2,1,1,1,1,1,1,-0.34309933,-0.5215475,0.988937,-0.20307691,-0.13107799,-0.26699096
1,2,1,2,1,1,1,1,1,1,2,1,2,-0.58122945,-0.56522673,-0.020712012,-0.20307691,-1.0878408,-0.2804758
1,3,1,9,3,2,2,1,1,1,1,1,2,-0.18172215,0.75268173,-1.3410223,-0.20307691,-0.7297885,-0.2804758
1,2,1,2,1,1,3,1,1,1,1,1,1,-0.2702828,-0.56522673,0.16050704,-0.20307691,0.27539948,-0.44781035
1,6,1,5,3,1,4,1,1,1,1,1,2,-0.26516595,0.49361858,-0.46081543,-0.20307691,-0.7650067,-0.2804758
1,2,1,3,3,1,3,1,1,1,1,1,1,0.5070828,-0.21579272,1.403152,-0.20307691,1.8866351,0.5175813
1,5,1,4,3,1,2,1,1,1,1,1,2,-0.28012288,-0.06592769,-0.07248888,-0.20307691,-0.48619547,-0.2804758
1,2,1,5,7,1,3,1,1,1,1,1,1,2.6915786,1.3679568,0.6523873,-0.20307691,2.24322,1.0857831
1,2,1,3,3,1,3,1,1,1,1,1,1,-0.024281016,-0.24516325,1.4549289,-0.20307691,0.43388164,-0.40858173
1,2,1,1,1,1,3,1,1,1,1,1,1,-0.3706515,-0.7911539,0.21228391,-0.20307691,0.51312274,-0.29028296
1,2,1,2,1,1,3,1,1,1,1,1,1,0.034759413,-0.6774372,1.6620363,-0.20307691,2.2549596,-0.24737667
1,6,1,7,10,1,3,1,1,1,1,1,2,1.5107702,3.1625714,-2.6613326,-0.20307691,-0.016618636,-0.2804758
1,2,1,1,1,1,3,1,1,2,1,2,1,-0.49857244,-0.30315122,0.031064859,-0.20307691,-0.2631465,-0.41655004
1,2,1,1,1,1,3,1,1,2,1,2,1,-0.42575592,-0.30315122,0.23817235,-0.20307691,-0.2631465,-0.14440155
1,2,1,3,2,1,2,1,1,1,1,1,1,-0.4655098,-0.5576958,0.18639548,-0.20307691,-0.5903829,-0.54772073
1,5,1,4,1,2,4,1,1,1,1,1,2,-0.5088061,-0.2172989,-0.7196998,-0.20307691,-0.99539286,-0.2804758
1,2,1,3,3,1,3,1,1,1,1,1,1,-0.5088061,-0.30164504,0.031064859,-0.20307691,-0.95577234,-0.14440155
1,2,1,3,4,1,3,1,1,1,1,1,1,1.6091709,0.33772886,1.4290404,-0.20307691,2.709862,3.7165518
1,5,1,4,5,1,1,1,1,1,1,1,2,-0.20140229,-0.07873023,0.31583765,-0.20307691,-0.27928817,-0.2804758
1,2,1,1,1,1,3,1,1,1,1,1,1,-0.44346806,-0.8905618,1.7655901,-0.20307691,0.47056735,-0.6905374
1,2,1,2,1,1,3,1,1,2,1,2,1,-0.3793108,-0.30315122,-0.33137324,-0.20307691,-0.2631465,-0.6243391
1,2,1,3,1,1,3,1,1,1,1,1,1,-0.3789172,-0.4545224,-0.3572617,11.060546,-0.37907326,-0.044491187
1,2,1,2,3,1,3,1,1,1,1,1,1,0.6251637,-0.40406534,1.6620363,-0.20307691,3.0752516,0.15287776
1,3,1,8,5,1,1,1,1,1,1,1,2,-0.06757733,1.3965741,-0.33137324,-0.20307691,-0.77527875,-0.2804758
1,2,1,3,3,1,3,1,1,2,1,2,1,-0.06560931,-0.30315122,-0.098377325,-0.20307691,-0.2631465,1.3395432
1,2,1,2,3,1,3,1,1,1,1,1,1,-0.6127173,-0.5637205,-1.2633569,-0.20307691,-1.2272464,-0.19037259
1,2,1,3,1,1,2,1,1,2,1,2,1,-0.5438368,-0.30315122,-0.020712012,-0.20307691,-0.2631465,-0.40980762
1,2,1,1,1,1,3,1,1,1,1,1,1,-0.28012288,-0.7497339,1.3772635,-0.20307691,0.8961214,-0.4888778
1,5,1,4,3,1,2,1,1,2,1,2,2,-0.37104514,-0.30315122,-0.7196998,0.58735275,-0.2631465,-0.2804758
1,5,1,4,2,1,4,1,1,1,1,1,1,-0.4773179,-0.34532428,0.7041642,-0.20307691,-0.831041,-0.7892219
1,2,1,2,1,1,2,1,1,1,1,1,1,-0.5851651,-0.6405358,-0.098377325,-0.20307691,-1.0658294,-0.44229382
1,2,1,4,3,1,3,1,1,2,1,2,1,0.28863326,-0.30315122,-1.21158,-0.20307691,-0.2631465,1.0208108
1,2,1,3,3,1,3,1,1,2,1,2,1,-0.13842584,-0.30315122,-0.56436914,-0.20307691,-0.2631465,-0.36812723
1,2,1,3,3,1,2,1,1,1,1,1,1,-0.50250846,-0.37695408,0.10873017,-0.20307691,-0.89414036,-0.10578589
1,2,1,4,3,1,2,1,1,1,1,1,1,-0.45763776,-0.30164504,0.21228391,-0.20307691,-0.79729015,-0.09904347
1,2,1,1,1,1,3,1,1,2,1,2,1,-0.50250846,-0.30315122,-1.1080264,-0.20307691,-0.2631465,-0.38528976
1,2,1,4,4,1,3,1,1,2,1,2,1,0.42836225,-0.30315122,-0.7196998,-0.20307691,-0.2631465,4.949188
1,2,1,2,1,1,3,1,1,1,1,1,1,-0.3395569,-0.6480667,-0.56436914,-0.20307691,0.17708181,-0.67889136
1,2,1,2,3,1,3,1,1,1,1,1,1,-0.162042,-0.37695408,-1.030361,-0.20307691,0.25925776,0.052354448
1,2,1,3,1,1,3,1,1,1,1,1,1,0.13316013,-0.3701763,-1.3927991,-0.20307691,1.238032,-0.34115756
1,2,1,2,2,1,3,1,1,1,1,1,1,0.7235644,-0.34532428,-1.2374685,-0.20307691,3.0899258,0.19700995
1,2,1,2,1,1,4,1,1,1,1,1,1,-0.5363583,-0.63451105,0.73005265,-0.20307691,-0.8295736,-0.77880174
