SALE TYPE,PROPERTY TYPE,STATE OR PROVINCE,BATHS,STATUS,SOURCE,FAVORITE,INTERESTED,SQUARE FEET_na,LOT SIZE_na,YEAR BUILT_na,$-SQUARE FEET_na,HOA-MONTH_na,PRICE,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$-SQUARE FEET,HOA-MONTH
1,2,1,3,1,3,1,1,1,1,1,1,1,0.7248778,-0.18900034,0.063032165,1.3715951,-0.16497011,2.0363889,0.8089783
1,3,1,3,1,2,1,1,2,1,1,2,2,-0.33058894,-0.2988815,-0.36469364,-0.4702345,-0.16497011,-0.28536287,-0.26437873
1,2,1,4,1,3,1,1,1,1,1,1,1,1.5880492,0.8321366,-0.07314698,-2.388807,-0.16497011,1.6402533,1.2806957
1,2,1,4,1,3,1,1,1,1,1,1,1,1.2044175,0.46176133,-0.27320227,-1.2888254,-0.16497011,1.6218996,0.3772369
1,2,1,1,1,3,1,1,2,1,1,2,1,-0.29222575,-0.2988815,2.8485577,0.1437087,-0.16497011,-0.28536287,0.32606757
1,5,1,6,1,2,1,1,1,1,1,1,2,0.19738421,1.6922408,-0.01784358,-0.7260442,-0.16497011,-0.53925663,-0.26437873
1,2,1,1,1,2,1,1,1,2,1,1,1,-0.6058447,-0.7232501,-0.27320227,-0.11210097,-0.16497011,-1.0409263,-0.4430717
1,2,1,3,1,2,1,1,2,2,1,2,1,-0.37422705,-0.2988815,-0.27320227,1.422757,-0.16497011,-0.28536287,-0.7988586
1,2,1,1,1,3,1,1,2,1,1,2,1,-0.46486002,-0.2988815,-0.36447474,1.6018238,-0.16497011,-0.28536287,-0.8484289
1,2,1,3,1,3,1,1,1,1,1,1,1,0.5330619,0.5744842,0.0034241504,-0.6493013,-0.16497011,0.44266993,1.4525927
1,6,1,1,1,4,1,1,1,1,1,1,2,-0.30661196,0.5593282,-0.22928058,0.2971945,-0.16497011,-0.81609267,-0.26437873
1,5,1,3,1,1,1,1,1,1,1,1,2,-0.32579353,-0.25151893,-0.4034352,-0.59813935,-0.16497011,-0.46737108,-0.26437873
1,5,1,5,1,1,1,1,1,1,1,1,2,-0.13829353,-0.016600603,-0.3461619,0.2971945,-0.16497011,-0.22112468,-0.26437873
1,2,1,8,1,3,1,1,1,1,1,1,1,4.0816555,1.9479988,-0.27320227,1.7553096,-0.16497011,2.8653674,3.516956
1,3,1,7,1,2,1,1,2,1,1,2,2,-0.3737475,-0.2988815,-0.30085397,0.16928966,-0.16497011,-0.28536287,-0.26437873
1,3,1,8,1,2,1,1,2,1,1,2,2,-0.07643292,-0.2988815,-0.31697804,1.7553096,-0.16497011,-0.28536287,-0.26437873
1,2,1,8,1,3,1,1,2,1,1,2,1,0.7248778,-0.2988815,-0.14366245,0.24603257,-0.16497011,-0.28536287,3.9039245
1,6,1,3,1,3,1,1,2,1,1,2,2,-0.30661196,-0.2988815,-0.3644018,-0.7260442,-0.014802255,-0.28536287,-0.26437873
1,6,1,0,1,3,1,1,1,1,1,1,2,3.050645,5.386521,-0.3896458,-1.3911493,-0.16497011,0.25913224,-0.26437873
1,2,1,1,1,3,1,1,1,1,1,1,1,-0.5224048,-0.5167493,0.9379275,-0.1632629,1.7571784,-0.8451528,-0.41908607
1,2,1,4,1,3,1,1,1,1,1,1,1,1.3962333,-0.031756625,1.5379109,1.6274048,-0.16497011,3.0978484,0.93290406
1,2,1,1,1,3,1,1,2,1,1,2,1,-0.45526925,-0.2988815,2.3759615,0.24603257,-0.16497011,-0.28536287,-0.45026737
1,2,1,1,1,3,1,1,2,1,1,2,1,-0.50034595,-0.2988815,0.1220565,-0.6493013,-0.16497011,-0.28536287,-0.2759718
1,2,1,4,1,3,1,1,1,1,1,1,1,1.1276911,0.86339587,0.55204403,-1.0841777,-0.16497011,0.9932829,1.5949075
1,2,1,7,1,3,1,1,1,1,1,1,1,3.3863227,1.8030692,1.4730134,0.6297471,-0.16497011,2.4080527,1.5501343
1,2,1,1,1,2,1,1,2,2,1,2,1,-0.56124747,-0.2988815,-0.27320227,0.04138483,-0.16497011,-0.28536287,-0.6101716
1,2,1,1,1,3,1,1,2,1,1,2,1,-0.46486002,-0.2988815,0.26487496,0.2971945,-0.16497011,-0.28536287,-0.32953972
1,2,1,2,1,3,1,1,2,1,1,2,1,-0.258658,-0.2988815,-0.090803206,0.55300415,2.1175811,-0.28536287,0.018251957
1,2,1,1,1,3,1,1,2,1,1,2,1,-0.22700837,-0.2988815,1.1941252,0.16928966,-0.16497011,-0.28536287,-0.06969536
1,2,1,3,1,3,1,1,1,1,1,1,1,0.86873966,-0.42581317,1.5379109,1.6274048,-0.16497011,3.275268,0.33326325
1,2,1,2,1,3,1,1,1,1,1,1,1,0.9886246,-0.35192758,1.5059911,-1.2376635,-0.16497011,3.2905629,0.3908288
1,2,1,1,1,3,1,1,1,1,1,1,1,-0.57045466,-0.91270036,0.3378346,-0.08652,-0.16497011,-0.70597005,-0.66134095
1,2,1,2,1,3,1,1,1,1,1,1,1,-0.09033957,-0.49780428,0.0752529,1.3715951,-0.16497011,0.5374977,-0.24559
1,2,1,1,1,3,1,1,1,1,1,1,1,-0.1910429,-0.7128303,-0.3479859,1.3460141,3.4090247,0.69350475,-0.8460303
1,5,1,3,1,1,1,1,1,1,1,1,2,-0.2442718,0.5555392,-0.30968207,0.42509934,-0.16497011,-0.72126484,-0.26437873
1,3,1,5,1,1,1,1,1,1,1,1,2,-0.06684213,0.23347375,-0.3826417,-0.7260442,-0.16497011,-0.2685386,-0.26437873
1,3,1,5,1,4,1,1,1,1,1,1,2,0.02379086,2.4737232,-0.37808174,1.6785667,-0.16497011,-0.8451528,-0.26437873
1,6,1,7,1,3,1,1,1,1,1,1,2,3.3863227,1.3625973,-0.41737047,-2.4911308,-0.16497011,3.0060797,-0.26437873
1,2,1,1,1,3,1,1,1,1,1,1,1,-0.23420146,-0.86060154,-0.110064544,1.3460141,-0.16497011,1.0039893,-0.5038353
1,2,1,1,1,2,1,1,1,2,1,1,1,-0.5986995,-0.5811624,-0.27320227,0.11812773,-0.16497011,-1.0745748,-0.49823865
1,2,1,1,1,1,1,1,1,2,2,1,2,-0.6010498,-0.62852496,-0.27320227,-0.035358068,-0.16497011,-1.0638685,-0.26437873
1,2,1,3,1,3,1,1,1,1,1,1,1,-0.11431655,-0.20605087,-0.08744706,-1.3655683,-0.16497011,0.019003779,-0.4246827
1,5,1,1,2,4,1,1,1,1,1,1,2,-0.512814,-0.19089484,-0.35126907,-0.7260442,-0.16497011,-0.96751124,-0.26437873
1,2,1,1,1,2,1,1,1,2,1,1,1,-0.5224048,-0.5754789,-0.27320227,0.16928966,-0.16497011,-0.8084453,-0.2767713
1,6,1,12,1,3,1,1,1,1,1,1,2,0.5810159,2.4737232,-0.3644018,-0.853949,-0.16497011,-0.41536874,-0.26437873
1,5,1,4,1,2,1,1,2,1,1,2,2,-0.09033957,-0.2988815,-0.36567858,-0.08652,-0.16497011,-0.28536287,-0.26437873
1,2,1,3,1,3,1,1,1,1,1,1,1,-0.45047385,-0.296987,2.6962545,0.16928966,-0.16497011,-0.7610313,0.10300119
1,3,1,5,1,3,1,1,1,1,1,1,2,0.17292769,1.12389,-0.3826417,-1.3911493,-0.16497011,-0.3786612,-0.26437873
1,2,1,3,1,3,1,1,1,1,1,1,1,0.86873966,0.08191354,-0.08131845,-0.29116774,-0.16497011,1.70908,0.92890644
1,2,1,4,1,3,1,1,2,1,1,2,1,0.62896985,-0.2988815,-0.30650833,-0.7260442,-0.16497011,-0.28536287,6.589515
1,2,1,1,1,3,1,1,2,1,1,2,1,-0.42649686,-0.2988815,0.3360106,1.6529857,-0.16497011,-0.28536287,-0.72050554
1,2,1,1,1,3,1,1,1,1,1,1,1,-0.21262218,-0.7251446,-0.09536318,1.6018238,-0.16497011,0.63691396,-0.27437276
1,2,1,1,1,3,1,1,2,1,1,2,1,-0.39005184,-0.2988815,-0.37961388,-2.0050924,-0.16497011,-0.28536287,-0.6293601
1,2,1,3,1,3,1,1,1,1,1,1,1,0.17292769,-0.10753673,0.31364846,0.78323287,-0.16497011,0.56808734,1.8811361
1,3,1,3,1,2,1,1,1,1,1,1,2,-0.234681,1.4080654,-0.3644018,-1.3399874,-0.16497011,-0.9139794,-0.26437873
1,3,1,4,1,1,1,1,1,1,1,1,2,0.5570389,2.2369103,-0.23672245,-1.1097586,-0.16497011,-0.3710138,-0.26437873
1,2,1,3,1,2,1,1,1,2,1,1,2,-0.5722769,-0.41065717,-0.27320227,0.16928966,-0.16497011,-1.0501032,-0.26437873
1,3,1,4,1,2,1,1,2,1,1,2,2,-0.26057613,-0.2988815,-0.38202155,-1.1097586,2.2977827,-0.28536287,-0.26437873
1,3,1,3,1,1,1,1,1,1,1,1,2,0.5086054,1.6922408,-0.3826417,-1.0585967,-0.16497011,-0.23947845,-0.26437873
1,6,1,8,1,3,1,1,1,1,1,1,2,1.3243024,1.2100899,-0.22140093,-0.7260442,-0.16497011,0.9045731,-0.26437873
1,2,1,1,1,2,1,1,1,2,1,1,1,-0.5651375,-0.8340785,-0.27320227,-0.21442483,-0.16497011,-0.7686787,-0.5150286
1,2,1,4,1,3,1,1,1,1,1,1,1,-0.26057613,0.46081406,0.81849253,0.34835643,-0.16497011,-0.712088,3.1339855
1,3,1,6,1,1,1,1,1,1,1,1,2,-0.05293548,1.142835,-0.30194837,1.2948523,-0.16497011,-0.65090877,-0.26437873
1,2,1,3,1,3,1,1,1,1,1,1,1,0.86873966,-0.2988815,1.5379109,1.6274048,-0.16497011,2.7521858,0.5059598
1,2,1,1,1,3,1,1,2,1,1,2,1,-0.21262218,-0.2988815,-0.025139542,0.11812773,-0.16497011,-0.28536287,0.25011307
1,2,1,1,1,3,1,1,1,1,1,1,1,0.19738421,-0.8577598,1.5379109,1.6274048,-0.16497011,3.2569144,-0.26557803
1,2,1,2,1,2,1,1,1,2,1,1,1,-0.48600772,-0.24962443,-0.27320227,0.7320709,-0.16497011,-0.8772719,0.08221364
1,2,1,3,1,3,1,1,1,1,1,1,1,0.0774993,-0.22594315,-0.08445571,1.422757,-0.16497011,0.5222029,-0.39909804
1,2,1,5,1,3,1,1,2,1,1,2,1,0.86873966,-0.2988815,-0.0526818,-0.80278707,-0.16497011,-0.28536287,3.9542942
1,2,1,1,1,2,1,1,1,2,1,1,1,-0.47445083,-0.48643726,-0.27320227,0.19487064,-0.16497011,-0.7105585,-0.2192058
1,5,1,2,1,4,1,1,1,1,1,1,2,-0.3785429,-0.13784878,-0.3053045,0.04138483,-0.16497011,-0.6723215,-0.26437873
1,2,1,1,1,3,1,1,2,1,1,2,1,-0.40923342,-0.2988815,0.4003245,-0.035358068,-0.16497011,-0.28536287,0.14937341
1,2,1,1,1,3,1,1,1,1,1,1,1,-0.21262218,-0.59726566,0.43705967,-0.6237203,-0.16497011,0.3264294,-0.01692697
1,2,1,5,1,3,1,1,1,1,1,1,1,0.45873332,0.5867985,-0.088979214,1.2692713,-0.16497011,0.32031146,1.3790368
1,2,1,3,1,3,1,1,1,1,1,1,1,0.19738421,-0.48833176,0.04782008,1.6529857,-0.16497011,1.4383618,-0.04650925
1,2,1,1,1,2,1,1,2,2,1,2,1,-0.57035875,-0.2988815,-0.27320227,-0.08652,-0.16497011,-0.28536287,-0.57339364
1,3,1,3,1,2,1,1,2,1,1,2,2,0.05352232,-0.2988815,-0.3416019,-1.1097586,-0.16497011,-0.28536287,-0.26437873
1,2,1,1,1,3,1,1,1,1,1,1,1,-0.27256462,-0.67778206,0.6266817,-0.52139646,-0.16497011,0.2698386,-0.55500466
1,5,1,3,1,2,1,1,1,1,1,1,2,-0.23420146,-0.0004973301,-0.27320227,-0.08652,-0.16497011,-0.43678147,-0.26437873
1,6,1,3,1,4,1,1,1,1,1,1,2,-0.21597895,0.70331043,-0.25839147,-0.4702345,-0.16497011,-0.7273828,-0.26437873
1,3,1,7,1,2,1,1,1,1,1,1,2,-0.28215542,0.35282743,-0.3644018,-0.853949,-0.16497011,-0.7074995,-0.26437873
1,2,1,1,1,3,1,1,1,1,1,1,1,-0.35456592,-0.489279,13.505369,-0.36791062,13.530338,-0.32512936,0.07581747
1,2,1,2,1,3,1,1,2,1,1,2,1,0.16141874,-0.2988815,0.0003963261,-0.67488223,-0.16497011,-0.28536287,7.167569
1,2,1,3,1,3,1,1,2,1,1,2,1,-0.06684213,-0.2988815,0.20358887,0.2204516,-0.16497011,-0.28536287,1.3926287
1,2,1,1,1,3,1,1,1,1,1,1,1,-0.40443802,-0.7867159,1.101357,0.88555676,-0.16497011,-0.06511766,-0.42548224
1,2,1,6,1,3,1,1,1,1,1,1,1,1.0845326,1.3417578,-0.100360915,0.8343948,-0.16497011,0.5344387,2.9524944
1,2,1,3,1,3,1,1,2,1,1,2,1,0.027147638,-0.2988815,0.44909802,-0.11210097,-0.16497011,-0.28536287,1.8811361
1,2,1,4,1,3,1,1,1,1,1,1,1,0.31487143,-0.2676222,-0.36305204,0.78323287,-0.16497011,1.2058808,0.7825941
1,2,1,3,1,2,1,1,1,1,1,1,1,-0.042385608,-0.35192758,0.018636232,1.3204331,-0.16497011,0.41055083,-0.21440868
1,3,1,5,1,2,1,1,2,1,1,2,2,-0.4260178,-0.2988815,-0.26492134,-0.59813935,-0.16497011,-0.28536287,-0.26437873
1,2,1,1,1,1,1,1,1,2,2,1,2,-0.58666307,-0.8179752,-0.27320227,-0.035358068,-0.16497011,-0.8910372,-0.26437873
1,2,1,3,1,3,1,1,2,1,1,2,1,-0.06684213,-0.2988815,0.36866003,0.19487064,-0.16497011,-0.28536287,0.9448969
1,3,1,3,1,2,1,1,2,1,1,2,2,-0.11431655,-0.2988815,-0.40405536,-0.7516251,-0.16497011,-0.28536287,-0.26437873
1,2,1,1,1,3,1,1,1,1,1,1,1,0.14943025,-0.7696654,1.5379109,1.6274048,-0.16497011,2.4202886,-0.188824
1,2,1,3,1,3,1,1,1,1,1,1,1,-0.21741757,-0.3727671,-0.109043114,1.5250809,-0.16497011,-0.05288181,-0.7364959
1,3,1,6,1,1,1,1,1,1,1,1,2,-0.34545466,1.2773447,-0.2015924,-0.34232968,-0.16497011,-1.0133957,-0.26437873
1,2,1,3,1,3,1,1,1,1,1,1,1,-0.35456592,-0.34434956,0.09159586,-0.3934916,-0.16497011,-0.46737108,-0.044910207
1,2,1,2,1,3,1,1,1,1,1,1,1,0.9646476,-0.45138896,0.41291004,1.5250809,-0.16497011,3.6912868,-0.0001370273
1,5,1,3,1,2,1,1,2,1,1,2,2,-0.40251988,-0.2988815,-0.37899372,-0.853949,1.6670777,-0.28536287,-0.26437873
