SALE TYPE,PROPERTY TYPE,STATE OR PROVINCE,BEDS,BATHS,STATUS,SOURCE,FAVORITE,INTERESTED,LOT SIZE_na,YEAR BUILT_na,$-SQUARE FEET_na,HOA-MONTH_na,PRICE,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$-SQUARE FEET,HOA-MONTH
1,2,1,2,1,1,3,1,1,1,1,1,1,-0.104871385,-0.496052,0.5152523,-0.20961694,-0.11408286,-0.7095903
1,2,1,2,1,1,2,1,1,2,1,2,1,-0.51484203,-0.36159903,0.05366918,-0.20961694,-0.2537309,-0.39087856
1,2,1,1,1,1,2,1,1,2,1,1,1,-0.5879719,-0.36159903,0.07931268,-0.20961694,-0.87217224,-0.615182
1,5,1,4,1,1,2,1,1,1,1,1,2,-0.43728003,-0.46135253,-0.715636,4.9326477,-0.5588877,-0.26232257
1,2,1,4,3,1,3,1,1,1,1,1,1,0.60426706,-0.510396,-1.3823671,-0.20961694,1.1434884,-0.5924169
1,6,1,5,9,1,3,1,1,1,1,1,2,0.18100005,-0.56717694,-1.3823671,-0.20961694,-0.94606006,-0.26232257
1,5,1,3,3,1,4,1,1,1,1,1,1,-0.43063185,-0.56396294,0.84861785,-0.20961694,-0.83227277,-0.7316859
1,3,1,7,7,1,1,1,1,1,1,1,2,-0.0029327306,-0.5211094,-0.664349,-0.20961694,-0.48647764,-0.26232257
1,5,1,3,1,1,2,1,1,1,1,1,2,-0.4084713,-0.510396,-0.5874185,-0.20961694,-0.21013707,-0.26232257
1,2,1,5,5,1,3,1,1,1,1,2,1,0.78155166,-0.0018078835,-0.79256654,-0.20961694,-0.2537309,3.2810018
1,2,1,2,1,1,2,1,1,2,1,1,1,-0.5037622,-0.36159903,0.43832177,-0.20961694,-0.8958163,0.23382318
1,5,1,4,5,1,2,1,1,1,1,1,2,-0.14564684,-0.42111784,-0.07454835,-0.20961694,-0.56923205,-0.26232257
1,5,1,3,1,1,4,1,1,1,1,1,2,-0.49932966,-0.611578,0.9511919,-0.20961694,-0.70518565,-0.26232257
1,2,1,2,3,1,3,1,1,1,1,1,1,0.78155166,2.5933309,1.6435666,-0.20961694,3.1162941,0.24855356
1,2,1,2,1,1,2,1,1,2,1,1,1,-0.5352298,-0.36159903,-0.02326134,-0.20961694,-0.8086287,-0.51006067
1,5,1,4,3,1,2,1,1,1,1,2,2,-0.31539685,-0.46278098,-0.664349,-0.20961694,-0.2537309,-0.26232257
1,2,1,3,2,1,3,1,1,1,1,2,1,-0.32647714,-0.5044441,-1.1772192,-0.20961694,-0.2537309,-0.6540166
1,3,1,10,7,1,1,1,1,1,1,1,2,-0.0937911,-0.510396,-0.5874185,-0.20961694,-0.8086287,-0.26232257
1,2,1,3,3,1,3,1,1,1,1,1,1,-0.22232243,-0.09376443,1.5409925,-0.20961694,-0.09930529,-0.647321
1,2,1,3,3,1,3,1,1,1,1,1,1,0.116734385,-0.5473572,0.74604386,-0.20961694,0.5169194,1.0982283
1,3,1,6,5,1,2,1,1,1,1,2,2,-0.038832866,-0.5401554,-1.3823671,-0.20961694,-0.2537309,-0.26232257
1,2,1,3,1,1,4,1,1,2,1,1,1,-0.539263,-0.36159903,-0.048904847,-0.20961694,-0.9002496,-0.32927883
1,5,1,4,3,1,1,1,1,1,1,1,2,-0.4084713,-0.5520592,0.84861785,-0.20961694,-0.65050864,-0.26232257
1,6,1,5,8,2,4,1,1,1,1,1,2,-0.2825992,-0.5059321,0.8229744,-0.20961694,-0.8766055,-0.26232257
1,2,1,3,1,1,2,1,1,2,1,1,1,-0.54370046,-0.36159903,-0.20276588,-0.20961694,-0.7908956,-0.4618522
1,2,1,3,1,1,3,1,1,1,1,2,1,-0.5347866,0.17407016,0.07931268,-0.20961694,-0.2537309,-0.2335314
1,5,1,3,3,1,4,1,1,1,1,1,1,-0.44836032,-0.5859849,0.8742614,-0.20961694,-0.9623154,-0.74239886
1,2,1,1,1,1,3,1,1,1,1,1,1,-0.3397735,-0.085669875,0.20753022,-0.20961694,0.53613025,-0.23554008
1,2,1,3,1,1,2,1,1,2,1,1,1,-0.4782771,-0.36159903,0.05366918,-0.20961694,-0.824884,-0.31253976
1,2,1,1,1,1,3,1,1,1,1,2,1,-0.44658747,-0.05114897,-0.715636,-0.20961694,-0.2537309,-0.3332962
1,6,1,4,5,1,4,1,1,1,1,1,2,-0.12707628,-0.53539395,0.05366918,-0.20961694,-0.7288298,-0.26232257
1,5,1,4,3,1,2,1,1,1,1,2,2,-0.3934021,-0.5342035,-0.84385353,1.9536806,-0.2537309,-0.26232257
1,2,1,2,1,1,3,1,1,1,1,2,1,-0.38187858,-0.5352154,-1.9978113,-0.20961694,-0.2537309,-0.5575996
1,3,1,6,9,1,2,1,1,1,1,2,2,-0.17135312,-0.510396,1.7717841,-0.20961694,-0.2537309,-0.26232257
1,2,1,5,5,1,3,1,1,1,1,2,1,0.0054882886,-0.5209904,-0.84385353,-0.20961694,-0.2537309,1.2113843
1,6,1,3,4,1,3,1,1,1,1,2,2,-0.39517492,-0.5520592,-0.5874185,0.46419704,-0.2537309,-0.26232257
1,3,1,7,5,1,2,1,1,1,1,2,2,-0.32204503,-0.5128958,-0.07454835,-0.20961694,-0.2537309,-0.26232257
1,2,1,4,4,1,3,1,1,1,1,2,1,0.5599459,-0.4159397,-0.715636,-0.20961694,-0.2537309,5.4878798
1,2,1,2,3,1,3,1,1,1,1,1,1,-0.104871385,0.7097394,-1.0233581,-0.20961694,0.28047827,0.13874532
1,3,1,7,8,1,2,1,1,1,1,2,2,-0.15406786,-0.45087722,-0.5874185,-0.20961694,-0.2537309,-0.26232257
1,2,1,3,1,1,2,1,1,2,1,2,1,-0.5130692,-0.36159903,-0.07454835,-0.20961694,-0.2537309,-0.30048764
1,2,1,1,1,1,3,1,1,1,1,2,1,-0.48381725,2.112895,0.028025674,-0.20961694,-0.2537309,-0.37346995
1,3,1,9,3,2,2,1,1,1,1,1,2,-0.12703195,-0.510396,-1.3310802,-0.20961694,-0.71553,-0.26232257
1,2,1,3,4,1,3,1,1,1,1,1,1,1.2690843,2.5933309,1.6435666,-0.20961694,2.9448743,0.7507254
1,6,1,5,8,1,3,1,1,1,1,1,2,2.487916,-0.54973793,-2.3568203,-0.20961694,3.7147856,-0.26232257
1,2,1,2,1,1,2,1,1,2,1,2,1,-0.54812723,-0.36159903,0.0023821665,-0.20961694,-0.2537309,-0.50872153
1,3,1,4,3,1,3,1,1,1,1,2,2,-0.2781671,-0.5401554,0.05366918,2.4147112,-0.2537309,-0.26232257
1,2,1,2,1,1,3,1,1,1,1,1,1,0.116734385,2.5933309,1.6435666,-0.20961694,2.290228,-0.18867071
1,2,1,3,3,1,3,1,1,1,1,1,1,0.78155166,2.5933309,1.6435666,-0.20961694,2.610901,0.39317906
1,2,1,4,3,1,2,1,1,2,2,1,1,-0.4510196,-0.36159903,-0.048904847,-0.20961694,-0.96822643,-0.6272341
1,3,1,5,6,1,3,1,1,1,1,1,2,0.53556925,-0.56009424,-1.1002886,-0.20961694,-0.22639239,-0.26232257
1,2,1,2,1,1,3,1,1,1,1,2,1,-0.5130692,1.134406,0.25881723,-0.20961694,-0.2537309,-0.4652
1,1,1,3,1,1,3,1,1,1,1,2,1,-0.016229076,-0.26488099,-0.8951405,4.790792,-0.2537309,0.6114564
1,2,1,1,1,1,3,1,1,1,1,2,1,-0.4510196,-0.5105151,1.617923,-0.20961694,-0.2537309,-0.7410597
1,2,1,1,1,1,2,1,1,2,2,2,1,-0.45722455,-0.36159903,-0.048904847,-0.20961694,-0.2537309,-0.4062785
1,2,1,2,1,1,3,1,1,1,1,1,1,-0.3707983,-0.046149388,0.20753022,-0.20961694,-0.15102679,0.34162274
1,2,1,2,1,1,3,1,1,1,1,1,1,-0.39517492,1.8810693,0.8999049,-0.20961694,-0.11112735,-0.3868612
1,2,1,2,1,1,3,1,1,1,1,2,1,-0.3707983,-0.5375961,-1.7157328,-0.20961694,-0.2537309,-0.48461732
1,2,1,1,1,1,3,1,1,1,1,1,1,-0.3712415,-0.25785777,0.84861785,-0.20961694,1.3577632,-0.17728814
1,3,1,9,6,1,2,1,1,1,1,1,2,0.16460122,-0.37308615,-0.20276588,-0.20961694,-0.45840025,-0.26232257
1,5,1,4,3,1,4,1,1,1,1,1,2,-0.4151638,-0.36159903,0.18188672,-0.20961694,-0.5071662,-0.26232257
1,2,1,1,1,1,3,1,1,1,1,1,1,-0.39295888,-0.5122411,-2.638899,-0.20961694,0.63070667,-0.42837405
1,2,1,2,1,1,3,1,1,1,1,2,1,-0.282156,-0.06001727,0.4896088,6.13842,-0.2537309,0.25524917
1,2,1,2,1,1,3,1,1,1,1,1,1,-0.34420562,-0.09376443,1.5409925,-0.20961694,-0.102260806,-0.7203033
1,2,1,2,2,1,3,1,1,1,1,1,1,0.27185842,-0.21851583,1.3358445,-0.20961694,1.7331135,-0.086897224
1,2,1,4,3,1,2,1,1,2,1,1,1,-0.27351338,-0.36159903,-0.33098343,-0.20961694,-0.37860137,0.2211015
1,2,1,2,1,1,1,1,1,2,2,1,2,-0.5768921,-0.36159903,-0.048904847,-0.20961694,-1.0761027,-0.26232257
1,2,1,2,1,1,4,1,1,1,1,1,1,-0.5259228,-0.6056261,0.25881723,-0.20961694,-0.90616065,-0.42636538
1,5,1,4,3,1,2,1,1,1,1,2,2,-0.3402167,-0.5163479,-0.715636,0.9252277,-0.2537309,-0.26232257
1,2,1,2,1,1,3,1,1,1,1,2,1,-0.44215536,3.9606562,0.25881723,-0.20961694,-0.2537309,-0.40761763
1,2,1,1,1,1,2,1,1,2,1,2,1,-0.5618225,-0.36159903,0.028025674,-0.20961694,-0.2537309,-0.6674079
1,2,1,4,5,1,3,1,1,1,1,2,1,0.6685327,0.14181098,-0.715636,-0.20961694,-0.2537309,1.6653476
1,2,1,3,1,1,2,1,1,2,1,1,1,-0.5747199,-0.36159903,0.13059969,-0.20961694,-1.086447,-0.44779137
1,2,1,2,1,1,2,1,1,2,1,2,1,-0.38409466,-0.36159903,-0.61306196,-0.20961694,-0.2537309,-0.43105233
1,2,1,2,1,1,3,1,1,1,1,1,1,-0.21789032,0.79723203,-0.61306196,-0.20961694,0.26717845,-0.04471479
1,2,1,1,1,1,3,1,1,1,1,1,1,-0.42176762,-0.17863823,1.7461406,-0.20961694,0.49327528,-0.67276436
1,5,1,4,5,1,1,1,1,1,1,1,2,-0.14919254,-0.48063663,0.31010425,-0.20961694,-0.26185855,-0.26232257
1,2,1,2,1,1,2,1,1,2,1,1,1,-0.5813238,-0.36159903,-0.10019186,-0.20961694,-1.0539364,-0.40159157
