,Unnamed: 0,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
218,218,MLS Listing,,Condo/Co-op,124 E 79th St Unit 2-AB,New York,NY,10075,1350000,3.0,2.5,Upper East Side,1150.0,6743.0,1986.0,1,1174.0,2879.0,Active,,,https://www.redfin.com/NY/New-York/124-E-79th-St-10075/unit-2-AB/home/183633284,REBNY,OLRS-2016366,N,Y,40.7750417,-73.9597079
219,219,MLS Listing,,Condo/Co-op,101 Wooster St #2,New York,NY,10012,7250000,3.0,2.5,SoHo,3600.0,4875.0,1893.0,1,2014.0,7350.0,Active,January-8-2023 11:30 AM,January-8-2023 12:30 PM,https://www.redfin.com/NY/New-York/101-Wooster-St-10012/unit-2/home/146129445,REBNY,RPLU-429722195344,N,Y,40.7246448,-74.0009589
220,220,MLS Listing,,Condo/Co-op,2866 Marion Ave Unit 5-C,Bronx,NY,10458,280000,2.0,1.0,Bedford Park,,14000.0,1956.0,1,,1035.0,Active,January-8-2023 12:00 PM,January-8-2023 01:00 PM,https://www.redfin.com/NY/The-Bronx/2866-Marion-Ave-10458/unit-5C/home/92224825,REBNY,OLRS-00011966426,N,Y,40.8680763,-73.8851803
221,221,MLS Listing,,Condo/Co-op,37-26 32nd St Unit 3-H,Queens,NY,11101,695000,1.0,1.0,Long Island City,632.0,16872.0,2022.0,1,1100.0,433.0,Active,,,https://www.redfin.com/NY/Queens/37-26-32nd-St-11101/unit-3-H/home/183633283,REBNY,OLRS-2016140,N,Y,40.753836,-73.9310503
222,222,MLS Listing,,Condo/Co-op,235 E 87th St Unit 1B,New York,NY,10128,650000,1.0,1.0,Yorkville,650.0,17516.0,1963.0,1,1000.0,1430.0,Active,,,https://www.redfin.com/NY/New-York/235-E-87th-St-10128/unit-1B/home/45169398,REBNY,RPLU-33422214425,N,Y,40.7790388,-73.9519172
223,223,MLS Listing,,Condo/Co-op,84 MESEROLE Ave #2,Brooklyn,NY,11222,2850000,3.0,2.0,Greenpoint,1657.0,2500.0,1899.0,1,1720.0,499.0,Active,,,https://www.redfin.com/NY/Brooklyn/84-Meserole-Ave-11222/unit-2/home/183633282,REBNY,OLRS-2016413,N,Y,40.7265726,-73.9537659
224,224,MLS Listing,,Condo/Co-op,377 Rector Pl Unit 24C,New York,NY,10280,1222000,2.0,1.0,Battery Park,766.0,16951.0,1985.0,1,1595.0,2450.0,Active,,,https://www.redfin.com/NY/New-York/377-Rector-Pl-10280/unit-24C/home/45125318,REBNY,RPLU-33422211911,N,Y,40.709734,-74.0178909
225,225,MLS Listing,,Condo/Co-op,360 W 22nd St Unit 3-P,New York,NY,10011,469000,0.0,1.0,Chelsea,,19750.0,1965.0,1,,926.0,Active,,,https://www.redfin.com/NY/New-York/360-W-22nd-St-10011/unit-3-P/home/183633280,REBNY,OLRS-2016389,N,Y,40.7455051,-74.0016003
226,226,MLS Listing,,Townhouse,16 DeKoven Ct,Brooklyn,NY,11230,2500000,5.0,3.5,Ditmas Park,3200.0,4200.0,1910.0,1,781.0,,Active,January-8-2023 12:00 PM,January-8-2023 01:30 PM,https://www.redfin.com/NY/Brooklyn/16-Dekoven-Ct-11230/home/40789724,REBNY,OLRS-00010085143,N,Y,40.6328573,-73.9632363
227,227,MLS Listing,,Condo/Co-op,1635 Lexington Ave Unit 7-F,New York,NY,10030,985000,2.0,2.0,East Harlem,1120.0,9500.0,2013.0,1,879.0,417.0,Active,,,https://www.redfin.com/NY/New-York/1635-Lexington-Ave-10029/unit-7F/home/53396929,REBNY,OLRS-1203086,N,Y,40.7905603,-73.9472333
228,228,MLS Listing,,Condo/Co-op,210 Sixth Ave Unit 5H,New York,NY,10014,750000,1.0,1.0,SoHo,,5812.0,1928.0,1,,1311.0,Active,January-8-2023 01:00 PM,January-8-2023 02:00 PM,https://www.redfin.com/NY/New-York/210-6th-Ave-10014/unit-5H/home/183633278,REBNY,RPLU-33422171827,N,Y,40.7271763,-74.0030659
229,229,MLS Listing,,Condo/Co-op,1635 Lexington Ave Unit 3-E,New York,NY,10030,710000,1.0,1.0,East Harlem,810.0,9500.0,2013.0,1,877.0,308.0,Active,January-5-2023 02:15 PM,January-5-2023 02:45 PM,https://www.redfin.com/NY/New-York/1635-Lexington-Ave-10029/unit-3E/home/53396960,REBNY,OLRS-2016414,N,Y,40.7905603,-73.9472333
230,230,MLS Listing,,Condo/Co-op,1635 Lexington Ave Unit 7-D,New York,NY,10030,725000,1.0,1.0,East Harlem,739.0,9500.0,2013.0,1,981.0,324.0,Active,January-5-2023 01:30 PM,January-5-2023 02:00 PM,https://www.redfin.com/NY/New-York/1635-Lexington-Ave-10029/unit-7D/home/53396920,REBNY,OLRS-1206270,N,Y,40.7905603,-73.9472333
231,231,MLS Listing,,Condo/Co-op,123 Baxter St Unit 5D,New York,NY,10013,2395000,3.0,3.0,Little Italy,2133.0,10050.0,2003.0,1,1123.0,3063.0,Active,January-8-2023 01:00 PM,January-8-2023 02:30 PM,https://www.redfin.com/NY/New-York/123-Baxter-St-10013/unit-5D/home/45205021,REBNY,PRCH-5085880,N,Y,40.7180687,-73.9987505
232,232,MLS Listing,,Condo/Co-op,2821 Kings Hwy Unit 4M,Brooklyn,NY,11229,215000,1.0,1.0,Brooklyn,650.0,,,1,331.0,,Active,,,https://www.redfin.com/NY/Brooklyn/2821-Kings-Hwy-11229/unit-4M/home/40926678,BNYMLS,470837,N,Y,40.6155937,-73.9461311
233,233,MLS Listing,,Multi-Family (2-4 Unit),145-34 224th St,Springfield Gardens,NY,11413,1050000,6.0,3.0,Springfield Gardens,,3960.0,1988.0,1,,,Active,,,https://www.redfin.com/NY/Springfield-Gardens/145-34-224th-St-11413/home/20688024,OneKey,3450425,N,Y,40.66253,-73.755582
234,234,MLS Listing,,Condo/Co-op,139-15 83 Ave #503,Briarwood,NY,11435,299999,2.0,1.0,Arlington,813.0,,1958.0,1,369.0,979.0,Active,,,https://www.redfin.com/NY/Queens/139-15-83rd-Ave-11435/unit-503/home/144210979,OneKey,3450421,N,Y,40.7133443,-73.8194372
235,235,MLS Listing,,Single Family Residential,67 Gansevoort Blvd,Staten Island,NY,10314,749000,4.0,1.5,Westerleigh,1955.0,5850.0,1935.0,1,383.0,,Active,,,https://www.redfin.com/NY/Staten-Island/67-Gansevoort-Blvd-10314/home/56014135,SIBORMLS,1159387,N,Y,40.6108113,-74.1273222
236,236,MLS Listing,,Multi-Family (2-4 Unit),8005 13th Ave,Brooklyn,NY,11228,2600000,7.0,2.5,Brooklyn,3875.0,6000.0,1910.0,1,671.0,,Active,,,https://www.redfin.com/NY/Brooklyn/8005-13th-Ave-11228/home/40827102,BNYMLS,470825,N,Y,40.6171377,-74.0102719
237,237,MLS Listing,,Condo/Co-op,42-55 Colden St Unit 2F,Flushing,NY,11355,488000,2.0,1.0,42-55 Colden Owners Corp,,,1965.0,1,,793.0,Active,,,https://www.redfin.com/NY/Queens/42-55-Colden-St-11355/unit-2F/home/20642978,OneKey,3450403,N,Y,40.7533589,-73.8250479
238,238,MLS Listing,,Condo/Co-op,240-40 70th Ave Unit 17B,Douglaston,NY,11362,629000,3.0,2.0,High Point Condo,,125198.0,1987.0,1,,665.0,Active,,,https://www.redfin.com/NY/Little-Neck/240-40-70th-Ave-11362/unit-17B/home/20799697,OneKey,3450397,N,Y,40.7495468,-73.7365604
239,239,MLS Listing,,Multi-Family (2-4 Unit),2181 Belmont Ave,,NY,10457,749000,6.0,2.0,,1428.0,,2007.0,1,525.0,,Pre On-Market,,,https://www.redfin.com/NY/The-Bronx/2181-Belmont-Ave-10457/home/44770998,OneKey,H6225463,N,Y,40.8509301,-73.8885221
240,240,MLS Listing,,Multi-Family (2-4 Unit),482 Hancock St,Bedford-stuyvesant,NY,11233,1399000,5.0,3.0,Bedford-Stuyvesant,,2000.0,1899.0,1,,,Active,,,https://www.redfin.com/NY/Brooklyn/482-Hancock-St-11233/home/40722394,OneKey,3450398,N,Y,40.6840158,-73.9359458
241,241,MLS Listing,,Condo/Co-op,141-18 Cherry Ave Unit 3H,Flushing,NY,11355,519000,1.0,1.0,Cherry Manor,555.0,11500.0,2013.0,1,935.0,220.0,Active,,,https://www.redfin.com/NY/Queens/141-18-Cherry-Ave-11355/unit-3H/home/59308161,OneKey,3450393,N,Y,40.7547791,-73.8210707
242,242,MLS Listing,,Single Family Residential,94-23 115th St,Richmond Hill South,NY,11419,599000,3.0,2.0,Richmond Hill South,1149.0,1578.0,1920.0,1,521.0,,Active,,,https://www.redfin.com/NY/Queens/94-23-115th-St-11419/home/20774261,OneKey,3450392,N,Y,40.6924777,-73.8308214
243,243,MLS Listing,,Multi-Family (2-4 Unit),141-16 185th St,Jamaica,NY,11413,1279000,6.0,4.5,Jamaica,,3800.0,2022.0,1,,,Active,January-7-2023 12:00 PM,January-7-2023 02:00 PM,https://www.redfin.com/NY/Jamaica/141-16-185th-St-11413/home/20693819,OneKey,3450394,N,Y,40.670523,-73.7591165
244,244,MLS Listing,,Single Family Residential,79-15 149th St,Kew Garden Hills,NY,11367,1250000,4.0,2.5,Kew Garden Hills,,2465.0,1950.0,1,,,Active,,,https://www.redfin.com/NY/Queens/79-15-149th-St-11367/home/20822715,OneKey,3450390,N,Y,40.719306,-73.8138426
245,245,MLS Listing,,Single Family Residential,290 Richmond Hill Rd,Staten  Island,NY,10314,520000,2.0,1.5,Staten  Island,1000.0,2146.0,1987.0,1,520.0,,Active,,,https://www.redfin.com/NY/Staten-Island/290-Richmond-Hill-Rd-10314/home/56038893,BNYMLS,470831,N,Y,40.5840811,-74.1594227
246,246,MLS Listing,,Multi-Family (2-4 Unit),47 Willow Wood Ln,Staten  Island,NY,10308,665000,4.0,3.0,Staten  Island,,2475.0,,1,,,Active,January-8-2023 12:00 PM,January-8-2023 02:00 PM,https://www.redfin.com/NY/Staten-Island/47-Willowwood-Ln-10308/home/56126636,BNYMLS,470797,N,Y,40.5591875,-74.1435505
247,247,MLS Listing,,Multi-Family (2-4 Unit),41-05 47th St,Sunnyside,NY,11104,1200000,4.0,2.0,Sunnyside,,1413.0,1924.0,1,,,Active,,,https://www.redfin.com/NY/Long-Island-City/41-05-47th-St-11104/home/20960233,OneKey,3450386,N,Y,40.7461823,-73.9169454
248,248,MLS Listing,,Single Family Residential,176 Long Pond Ln,Staten Island,NY,10304,499000,2.0,2.5,Park Hill,924.0,2533.0,1991.0,1,540.0,,Active,,,https://www.redfin.com/NY/Staten-Island/176-Long-Pond-Ln-10304/home/56041450,SIBORMLS,1159386,N,Y,40.612671,-74.0816104
249,249,MLS Listing,,Condo/Co-op,219-47 74th Ave,Bayside,NY,11364,352800,2.0,1.0,Windsor Oaks,,,1955.0,1,,1141.0,Active,,,https://www.redfin.com/NY/Oakland-Gardens/21947-74th-Ave-11364/Lowr/home/20642803,OneKey,3450387,N,Y,40.740442,-73.756007
250,250,MLS Listing,,Single Family Residential,80-34 209th St,Hollis Hills,NY,11427,1158000,3.0,3.0,Hollis Hills,2065.0,4000.0,1950.0,1,561.0,,Active,,,https://www.redfin.com/NY/Queens/80-34-209th-St-11427/home/20806546,OneKey,3450388,N,Y,40.7320754,-73.7616118
251,251,MLS Listing,,Single Family Residential,1470 E 55th St,Brooklyn,NY,11234,789000,3.0,2.0,Brooklyn,1372.0,2000.0,1925.0,1,575.0,,Active,,,https://www.redfin.com/NY/Brooklyn/1470-E-55th-St-11234/home/40881659,BNYMLS,470836,N,Y,40.6208167,-73.9224754
252,252,MLS Listing,,Single Family Residential,89-19 91st St,Woodhaven,NY,11421,675000,3.0,1.5,Woodhaven,,2000.0,1920.0,1,,,Active,January-8-2023 11:00 AM,January-8-2023 12:30 PM,https://www.redfin.com/NY/Queens/89-19-91st-St-11421/home/20787680,OneKey,3450381,N,Y,40.6901453,-73.8525541
253,253,MLS Listing,,Multi-Family (2-4 Unit),169 Pine St,Cypress Hills,NY,11208,839000,5.0,2.0,Cypress Hills,,2527.0,1925.0,1,,,Active,,,https://www.redfin.com/NY/Brooklyn/169-Pine-St-11208/home/40763533,OneKey,3450379,N,Y,40.6825625,-73.8725847
254,254,MLS Listing,,Condo/Co-op,2229 Knapp St Unit 5F,Brooklyn,NY,11229,184999,1.0,1.0,Brooklyn,850.0,,,1,218.0,,Active,,,https://www.redfin.com/NY/Brooklyn/2229-Knapp-St-11229/unit-5F/home/171328449,BNYMLS,470835,N,Y,40.5988908,-73.9334675
255,255,MLS Listing,,Single Family Residential,115-30 Park Lane South,Kew Gardens,NY,11418,1428000,6.0,4.0,Kew Gardens,2680.0,8500.0,1940.0,1,533.0,,Active,,,https://www.redfin.com/NY/Richmond-Hill/11530-Park-Ln-S-11418/home/183632258,OneKey,3450376,N,Y,40.7048564,-73.8373367
256,256,MLS Listing,,Single Family Residential,1944 Ryder St,Brooklyn,NY,11234,828000,4.0,1.5,Brooklyn,1568.0,2000.0,1925.0,1,528.0,,Active,,,https://www.redfin.com/NY/Brooklyn/1944-Ryder-St-11234/home/40902496,BNYMLS,470833,N,Y,40.6117971,-73.930253
257,257,MLS Listing,,Condo/Co-op,112-01 Queens Blvd Unit 17A,Forest Hills,NY,11375,790000,1.0,1.5,Pinnacle Condominium,908.0,,1991.0,1,870.0,1070.0,Active,,,https://www.redfin.com/NY/Queens/112-01-Queens-Blvd-11375/unit-17A/home/20916274,OneKey,3450371,N,Y,40.7190009,-73.8365029
258,258,MLS Listing,,Condo/Co-op,163D Edgewater Park Unit D,Bronx,NY,10465,469000,3.0,2.0,Edgewater Park,1612.0,,,1,291.0,447.0,Active,,,https://www.redfin.com/NY/The-Bronx/163D-Edgewater-Park-10465/unit-D/home/183631600,OneKey,H6221726,N,Y,40.8233579,-73.811974
259,259,MLS Listing,,Single Family Residential,130 Barwick St,Floral Park,NY,11001,999888,6.0,4.0,Floral Park,2457.0,2960.0,1957.0,1,407.0,,Pre On-Market,,,https://www.redfin.com/NY/Floral-Park/130-Barwick-St-11001/home/20554716,OneKey,3450372,N,Y,40.7339682,-73.6988172
260,260,MLS Listing,,Condo/Co-op,32-42 89 St Unit C404,East Elmhurst,NY,11369,280000,2.0,1.0,Northridge Section Iii,,,1952.0,1,,837.0,Active,,,https://www.redfin.com/NY/East-Elmhurst/32-42-89th-St-11369/unit-C404/home/170303064,OneKey,3450367,N,Y,40.7568216,-73.8792449
261,261,MLS Listing,,Condo/Co-op,151-20 88 St Unit 5C,Howard Beach,NY,11414,245000,2.0,2.0,Fairfield Arms,1080.0,,1960.0,1,227.0,,Active,January-7-2023 01:00 PM,January-7-2023 03:00 PM,https://www.redfin.com/NY/Jamaica/151-20-88th-St-11414/unit-5C/home/20647877,OneKey,3450360,N,Y,40.6681885,-73.8476496
262,262,MLS Listing,,Condo/Co-op,2750 Johnson Ave Unit 6L,Bronx,NY,10463,132000,0.0,1.0,Johnson Avenue,400.0,,1964.0,1,330.0,510.0,Active,,,https://www.redfin.com/NY/The-Bronx/2750-Johnson-Ave-10463/unit-6L/home/44763804,OneKey,H6225424,N,Y,40.8801731,-73.91173
263,263,MLS Listing,,Condo/Co-op,3333 Henry Hudson Pkwy Unit 22J,Bronx,NY,10463,349999,1.0,1.0,White Hall Building,1030.0,,1970.0,1,340.0,1733.0,Active,,,https://www.redfin.com/NY/The-Bronx/3333-Henry-Hudson-Pkwy-10463/unit-22J/home/183631418,OneKey,H6225429,N,Y,40.8855625,-73.9143965
264,264,MLS Listing,,Condo/Co-op,2186 Cruger Ave Unit 1E,Bronx,NY,10462,149999,1.0,1.0,The Sussex,650.0,,1930.0,1,231.0,870.0,Active,,,https://www.redfin.com/NY/The-Bronx/2186-Cruger-Ave-10462/unit-1E/home/44764609,OneKey,H6225439,N,Y,40.8557919,-73.8663943
265,265,MLS Listing,,Condo/Co-op,212-93 16 Ave #194,Bayside,NY,11360,249900,1.0,1.0,Bay Terrace Gardens,,,1953.0,1,,624.0,Active,,,https://www.redfin.com/NY/Bayside/21293-16th-Ave-11360/unit-194/home/180234357,OneKey,3450357,N,Y,40.7852025,-73.778765
266,266,MLS Listing,,Multi-Family (2-4 Unit),6314 24th Ave,Brooklyn,NY,11204,2280000,6.0,4.0,Brooklyn,,2600.0,,1,,,Active,,,https://www.redfin.com/NY/Brooklyn/6314-24th-Ave-11204/home/40836438,BNYMLS,470828,N,Y,40.6121716,-73.9763684
267,267,MLS Listing,,Single Family Residential,30 Caldera Pl,Staten Island,NY,10301,749999,3.0,2.0,Randall Manor,928.0,6000.0,1930.0,1,808.0,,Active,,,https://www.redfin.com/NY/Staten-Island/30-Caldera-Pl-10301/home/56030344,SIBORMLS,1159385,N,Y,40.6391217,-74.1005274
268,268,MLS Listing,,Multi-Family (2-4 Unit),97 Monticello Ter,Staten  Island,NY,10308,1328000,5.0,3.5,Staten  Island,2720.0,4212.0,2004.0,1,488.0,,Active,,,https://www.redfin.com/NY/Staten-Island/97-Monticello-Ter-10308/home/56115742,BNYMLS,470824,N,Y,40.5454486,-74.1478286
269,269,MLS Listing,,Multi-Family (2-4 Unit),1519 Zerega Ave,Bronx,NY,10462,949000,7.0,2.0,BRONX,3000.0,2500.0,1901.0,1,316.0,,Active,,,https://www.redfin.com/NY/The-Bronx/1519-Zerega-Ave-10462/home/44776798,OneKey,H6225419,N,Y,40.8382478,-73.8491799
270,270,MLS Listing,,Condo/Co-op,67-40 Yellowstone Blvd Unit 7D,Forest Hills,NY,11375,549000,2.0,1.0,The Buchanan,1150.0,,1950.0,1,477.0,1087.0,Active,,,https://www.redfin.com/NY/Forest-Hills/67-40-Yellowstone-Blvd-11375/unit-7D/home/40508255,OneKey,3450351,N,Y,40.7273127,-73.8492849
271,271,MLS Listing,,Condo/Co-op,55 Austin Pl Unit 4c,Staten Island,NY,10301,269000,2.0,2.5,Silver Lake,1150.0,1150.0,1962.0,1,234.0,650.0,Active,,,https://www.redfin.com/NY/Staten-Island/55-Austin-Pl-10304/unit-4C/home/56092215,SIBORMLS,1159384,N,Y,40.631573,-74.0859355
272,272,MLS Listing,,Condo/Co-op,64-00 Saunders St Unit 1M,Rego Park,NY,11374,219000,0.0,1.0,The Cedar,,,1954.0,1,,387.0,Active,,,https://www.redfin.com/NY/Queens/6400-Saunders-St-11374/unit-1M/home/23338078,OneKey,3450349,N,Y,40.7286188,-73.8616623
273,273,MLS Listing,,Condo/Co-op,85-23 Broadway Unit 5C,Elmhurst,NY,11373,658000,2.0,2.0,Broadway Tower,,,2009.0,1,,339.0,Active,,,https://www.redfin.com/NY/FLUSHING/8523-BROADWAY-11373/unit-5C/home/28685138,OneKey,3450350,N,Y,40.738935,-73.877286
274,274,MLS Listing,,Condo/Co-op,47-19 216th St Unit 2D,Bayside,NY,11364,265000,1.0,1.0,Jeffrey Gardens,650.0,,1952.0,1,408.0,667.0,Active,January-7-2023 12:00 PM,January-7-2023 01:30 PM,https://www.redfin.com/NY/Bayside/47-19-216th-St-11361/unit-2D/home/63686633,OneKey,3450346,N,Y,40.7568724,-73.7643997
275,275,MLS Listing,,Vacant Land,0 Pavillion Hill Ter,Staten Island,NY,10304,299000,0.0,,St. George,,33796.0,,1,,,Active,,,https://www.redfin.com/NY/Staten-Island/0-Pavillion-Hill-Ter-10301/home/183348273,SIBORMLS,1159383,N,Y,40.6382136,-74.0787795
276,276,MLS Listing,,Multi-Family (2-4 Unit),83 Montgomery Ave,Staten Island,NY,10301,1488000,8.0,3.0,St. George,4125.0,2125.0,2019.0,1,361.0,,Active,,,https://www.redfin.com/NY/Staten-Island/83-Montgomery-Ave-10301/home/109611987,SIBORMLS,1159382,N,Y,40.6398559,-74.0780621
277,277,MLS Listing,,Multi-Family (2-4 Unit),28-15 50th St,Woodside,NY,11377,1299999,4.0,2.0,Woodside,,2600.0,1956.0,1,,,Active,,,https://www.redfin.com/NY/Queens/28-15-50th-St-11377/home/20950361,OneKey,3450342,N,Y,40.7612084,-73.905964
278,278,MLS Listing,,Townhouse,77-79 Montgomery Ave,Staten Island,NY,10301,900000,2.0,1.0,St. George,1440.0,4000.0,1915.0,1,625.0,,Active,,,https://www.redfin.com/NY/Staten-Island/7779-Montgomery-Ave-10301/home/179831845,SIBORMLS,1159381,N,Y,40.639976,-74.07809
279,279,MLS Listing,,Condo/Co-op,141-10 25th Rd Unit 6D,Flushing,NY,11354,318000,2.0,1.0,Mitchell Gardens,,,1955.0,1,,981.0,Active,,,https://www.redfin.com/NY/Queens/141-10-25th-Rd-11354/unit-6D/home/183630987,OneKey,3450340,N,Y,40.7756728,-73.827111
280,280,MLS Listing,,Multi-Family (2-4 Unit),2073 E 67th St,Brooklyn,NY,11234,835000,3.0,2.0,Brooklyn,1624.0,2000.0,1960.0,1,514.0,,Active,,,https://www.redfin.com/NY/Brooklyn/2073-E-67th-St-11234/home/40898928,BNYMLS,470509,N,Y,40.6181891,-73.9103029
281,281,MLS Listing,,Condo/Co-op,36 Hamilton Ave Unit 2e,Staten Island,NY,10301,299999,1.0,1.0,St. George,900.0,900.0,1963.0,1,333.0,747.0,Active,,,https://www.redfin.com/NY/Staten-Island/36-Hamilton-Ave-10301/unit-2E/home/77420288,SIBORMLS,1159380,N,Y,40.6449121,-74.0787385
282,282,MLS Listing,,Condo/Co-op,141-10 28th Ave Unit 5F,Flushing,NY,11354,268000,1.0,1.0,Mitchell Gardens,,,1955.0,1,,575.0,Active,,,https://www.redfin.com/NY/Flushing/141-10-28th-Ave-11354/unit-5F/home/20636739,OneKey,3450336,N,Y,40.772904,-73.8273482
283,283,MLS Listing,,Townhouse,1564 84th St,Brooklyn,NY,11228,1199900,3.0,3.0,Bensonhurst,2650.0,2080.0,1955.0,1,453.0,,Active,,,https://www.redfin.com/NY/Brooklyn/1564-84th-St-11228/home/40829265,SIBORMLS,1159379,N,Y,40.6115235,-74.0067958
284,284,MLS Listing,,Single Family Residential,102 Carroll St,Bronx,NY,10464,565000,2.0,1.0,BRONX,703.0,2500.0,1930.0,1,804.0,,Active,,,https://www.redfin.com/NY/The-Bronx/102-Caroll-St-10464/home/44799238,OneKey,H6225363,N,Y,40.8455687,-73.7864978
285,285,MLS Listing,,Condo/Co-op,254-53 75th Ave Unit H-2,Glen Oaks,NY,11004,439900,2.0,1.0,Glen Oaks Village,856.0,,1950.0,1,514.0,898.0,Active,,,https://www.redfin.com/NY/Glen-Oaks/254-53-75th-Ave-11004/unit-H-2/home/183630824,OneKey,3450329,N,Y,40.7468244,-73.7171669
286,286,MLS Listing,,Single Family Residential,68 Bement Ave,Staten Island,NY,10310,575000,3.0,2.0,West Brighton,1064.0,3857.0,1920.0,1,540.0,,Active,,,https://www.redfin.com/NY/Staten-Island/68-Bement-Ave-10310/home/56084399,SIBORMLS,1159378,N,Y,40.6410198,-74.1137417
287,287,MLS Listing,,Single Family Residential,282 Chester St,Brooklyn,NY,11212,565000,3.0,2.0,Brooklyn,1116.0,1800.0,1986.0,1,506.0,,Active,,,https://www.redfin.com/NY/Brooklyn/282-Chester-St-11212/home/40753319,BNYMLS,470822,N,Y,40.6647109,-73.910707
288,288,MLS Listing,,Single Family Residential,51 Mary St,Staten Island,NY,10304,369000,3.0,1.0,Concord,1312.0,2860.0,1925.0,1,281.0,,Pre On-Market,,,https://www.redfin.com/NY/Staten-Island/51-Mary-St-10304/home/56039600,SIBORMLS,1159377,N,Y,40.6129373,-74.0869335
289,289,MLS Listing,,Single Family Residential,7216 Avenue X,Brooklyn,NY,11234,929000,4.0,2.0,Brooklyn,2100.0,4000.0,1970.0,1,442.0,,Active,,,https://www.redfin.com/NY/Brooklyn/7216-Avenue-X-11234/home/40900527,BNYMLS,444159,N,Y,40.6154844,-73.900686
290,290,MLS Listing,,Multi-Family (2-4 Unit),,Jamaica,NY,11433,749000,4.0,2.0,Jamaica,,2492.0,1935.0,1,,,Active,,,https://www.redfin.com/NY/Queens/Undisclosed-address-11433/home/20756915,OneKey,3450319,N,Y,40.6936998,-73.7856714
291,291,MLS Listing,,Multi-Family (2-4 Unit),35-46 100th St,Corona,NY,11368,1550000,7.0,2.0,Corona,,3125.0,1910.0,1,,,Active,,,https://www.redfin.com/NY/Queens/35-46-100th-St-11368/home/20922370,OneKey,3450317,N,Y,40.7528145,-73.8676691
292,292,MLS Listing,,Multi-Family (2-4 Unit),229 57th St,Brooklyn,NY,11220,1299900,5.0,2.5,Brooklyn,2520.0,2000.0,1901.0,1,516.0,,Active,,,https://www.redfin.com/NY/Brooklyn/229-57th-St-11220/home/40694811,BNYMLS,470820,N,Y,40.6448609,-74.0201221
293,293,MLS Listing,,Condo/Co-op,109-18 Lefferts Blvd Unit C2,Jamaica,NY,11420,420000,2.0,1.0,Lefferts Blvd Condo,,7600.0,1927.0,1,,,Active,,,https://www.redfin.com/NY/South-Ozone-Park/10918-Lefferts-Blvd-11420/unit-C2/home/20642156,OneKey,3450314,N,Y,40.681497,-73.822179
294,294,MLS Listing,,Condo/Co-op,43-10 Kissena Blvd Unit 10B,Flushing,NY,11355,449000,2.0,1.0,Carlyle Tower A,1000.0,,1961.0,1,449.0,1064.0,Active,,,https://www.redfin.com/NY/Queens/4310-Kissena-Blvd-11355/unit-10B/home/144210682,OneKey,3450323,N,Y,40.7551199,-73.8246837
295,295,MLS Listing,,Condo/Co-op,137-08 31st Rd Unit 2E,Flushing,NY,11354,628000,2.0,2.0,Cpre Group Llc,1173.0,10120.0,2009.0,1,535.0,398.0,Active,,,https://www.redfin.com/NY/Flushing/137-08-31st-Rd-11354/unit-2E/home/22001291,OneKey,3450313,N,Y,40.769485,-73.8311559
296,296,MLS Listing,,Condo/Co-op,160 W 87th St Unit 3A,New York,NY,10024,1200000,2.0,1.0,160 W. 87th Street Corp,1300.0,,1914.0,1,923.0,1784.0,Active,,,https://www.redfin.com/NY/New-York/160-W-87th-St-10024/unit-3A/home/179703448,OneKey,3450302,N,Y,40.7877872,-73.9737053
297,297,MLS Listing,,Condo/Co-op,216-02 67 Ave Unit Duplex,Bayside,NY,11364,388000,2.0,1.5,Bell Park Gardens,,,1950.0,1,,857.0,Active,January-7-2023 12:45 PM,January-7-2023 02:00 PM,https://www.redfin.com/NY/Oakland-Gardens/216-2-67th-Ave-11364/unit-Duplex/home/183630559,OneKey,3450311,N,Y,40.7441914,-73.7594686
298,298,MLS Listing,,Townhouse,64 Willow Wood Ln,Staten Island,NY,10308,849000,4.0,4.5,Great Kills,2408.0,2575.0,1985.0,1,353.0,,Pre On-Market,January-7-2023 01:00 PM,January-7-2023 04:00 PM,https://www.redfin.com/NY/Staten-Island/64-Willowwood-Ln-10308/home/56088164,SIBORMLS,1159374,N,Y,40.5596064,-74.1435554
299,299,MLS Listing,,Multi-Family (2-4 Unit),915 61 St,Brooklyn,NY,11219,1299000,6.0,3.0,Brooklyn,1760.0,2000.0,1925.0,1,738.0,,Active,,,https://www.redfin.com/NY/Brooklyn/915-61st-St-11219/home/40807812,BNYMLS,470736,N,Y,40.6334245,-74.007347
300,300,MLS Listing,,Single Family Residential,51 Lamped Loop,Staten Island,NY,10314,389000,2.0,1.5,New Springville,984.0,984.0,1985.0,1,395.0,292.0,Active,,,https://www.redfin.com/NY/Staten-Island/51-Lamped-Loop-10314/home/56038661,SIBORMLS,1159373,N,Y,40.585614,-74.1637682
