,Unnamed: 0,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
84,84,MLS Listing,,Condo/Co-op,860 Fifth Ave Unit 8-E,New York,NY,10065,1495000,2.0,2.0,Lenox Hill,,24800.0,1949.0,1,,3691.0,Active,,,https://www.redfin.com/NY/New-York/860-5th-Ave-10065/unit-8E/home/168625302,REBNY,OLRS-1842380,N,Y,40.7694918,-73.9687464
85,85,MLS Listing,,Condo/Co-op,21 E 61st St Unit 9-E,New York,NY,10065,7495000,3.0,3.5,Lenox Hill,2507.0,21640.0,1950.0,1,2990.0,9579.0,Active,,,https://www.redfin.com/NY/New-York/21-E-61st-St-10065/unit-9E/home/105887635,REBNY,OLRS-1647906,N,Y,40.7652325,-73.9708126
86,86,MLS Listing,,Condo/Co-op,685 W End Ave Unit 4-B,New York,NY,10025,2550000,3.0,2.0,Upper West Side,2120.0,12583.0,1928.0,1,1203.0,3155.0,Active,,,https://www.redfin.com/NY/New-York/685-West-Dr-10025/unit-4-B/home/182981364,REBNY,OLRS-54637,N,Y,40.793662,-73.97483
87,87,MLS Listing,,Condo/Co-op,,New York,NY,10006,2950000,2.0,2.0,Financial District,1314.0,14217.0,2007.0,1,2245.0,2350.0,Active,,,https://www.redfin.com/NY/New-York/Undisclosed-address-10006/home/169568434,REBNY,OLRS-1856038,N,Y,40.7092191,-74.0137534
88,88,MLS Listing,,Condo/Co-op,,Brooklyn,NY,11231,2550000,3.0,2.5,Carroll Gardens,2400.0,4648.0,2019.0,1,1063.0,766.0,Active,,,https://www.redfin.com/NY/Brooklyn/Undisclosed-address-11231/home/182962013,REBNY,OLRS-1936118,N,Y,40.6763366,-74.0001966
89,89,MLS Listing,,Condo/Co-op,710 Park Ave Unit 17-B,New York,NY,10021,3495000,3.0,3.5,Lenox Hill,2300.0,12552.0,1947.0,1,1520.0,6577.0,Active,,,https://www.redfin.com/NY/New-York/710-Park-Ave-10021/unit-17B/home/45211654,REBNY,OLRS-1944771,N,Y,40.7697663,-73.9652198
90,90,MLS Listing,,Townhouse,,New York,NY,10065,7800000,0.0,,Lenox Hill,7200.0,1808.0,1899.0,1,1083.0,,Active,,,https://www.redfin.com/NY/New-York/Undisclosed-address-10065/home/171803299,REBNY,OLRS-0078651,N,Y,40.7636541,-73.9681695
91,91,MLS Listing,,Condo/Co-op,165 Chrystie St,New York,NY,10002,7995000,3.0,3.0,Lower East Side,3308.0,2650.0,2018.0,1,2417.0,2594.0,Active,,,https://www.redfin.com/NY/New-York/165-Chrystie-St-10002/Ph/home/180975332,REBNY,OLRS-1887535,N,Y,40.720727,-73.9928511
92,92,MLS Listing,,Condo/Co-op,781 Fifth Ave #2307,New York,NY,10022,1775000,1.0,1.5,Lenox Hill,,12500.0,1927.0,1,,10303.0,Active,,,https://www.redfin.com/NY/New-York/781-5th-Ave-10022/unit-2307/home/45156278,REBNY,PRCH-3208981,N,Y,40.7643205,-73.9725177
93,93,MLS Listing,,Condo/Co-op,421 Hudson St #316,New York,NY,10014,3790000,3.0,2.5,West Village,2425.0,27622.0,1911.0,1,1563.0,3333.0,Active,,,https://www.redfin.com/NY/New-York/421-Hudson-St-10014/unit-316/home/45127024,REBNY,OLRS-1357675,N,Y,40.72986,-74.0072895
94,94,MLS Listing,,Condo/Co-op,781 Fifth Ave #2804,New York,NY,10022,1900000,2.0,2.0,Lenox Hill,,12500.0,1927.0,1,,13841.0,Active,,,https://www.redfin.com/NY/New-York/781-5th-Ave-10022/unit-2804/home/174661876,REBNY,OLRS-1927860,N,Y,40.7643205,-73.9725177
95,95,MLS Listing,,Condo/Co-op,401 Rutland Rd Unit 5-B,Brooklyn,NY,11203,529000,1.0,1.0,Northeast Flatbush,508.0,4569.0,2016.0,1,1041.0,528.0,Active,January-7-2023 12:00 PM,January-7-2023 02:00 PM,https://www.redfin.com/NY/Brooklyn/401-Rutland-Rd-11203/unit-5-B/home/183051598,REBNY,OLRS-1930180,N,Y,40.6597579,-73.9473211
96,96,MLS Listing,,Townhouse,70 89th St,Brooklyn,NY,11209,4200000,6.0,4.5,Fort Hamilton,2791.0,6420.0,1925.0,1,1505.0,,Active,,,https://www.redfin.com/NY/Brooklyn/70-89th-St-11209/home/40819235,REBNY,OLRS-0066624,N,Y,40.6226256,-74.0384351
97,97,MLS Listing,,Condo/Co-op,50 Brighton 1st Rd Unit 9-H,Brooklyn,NY,11235,489000,1.0,1.0,Brighton Beach,,77620.0,1963.0,1,,775.0,Active,,,https://www.redfin.com/NY/Brooklyn/50-Brighton-1st-Rd-11235/unit-9H/home/40914984,REBNY,OLRS-775906,N,Y,40.5752727,-73.9672243
98,98,MLS Listing,,Condo/Co-op,320 E 14th St #5,New York,NY,10003,1499000,4.0,3.0,East Village,,2322.0,1920.0,1,,3193.0,Active,January-8-2023 12:00 PM,January-8-2023 01:00 PM,https://www.redfin.com/NY/New-York/320-E-14th-St-10003/unit-5/home/174486694,REBNY,OLRS-1925706,N,Y,40.731741,-73.9842352
99,99,MLS Listing,,Condo/Co-op,70 W 139th St Unit 8-I,New York,NY,10037,698000,1.0,1.0,Harlem,,16986.0,1940.0,1,,487.0,Active,,,https://www.redfin.com/NY/New-York/70-W-139th-St-10037/unit-8I/home/168702132,REBNY,OLRS-1844802,N,Y,40.8162042,-73.9383242
100,100,MLS Listing,,Condo/Co-op,1080 Fifth Ave Unit 2-A,New York,NY,10128,2695000,3.0,4.5,Carnegie Hill,,7471.0,1960.0,1,,4397.0,Active,,,https://www.redfin.com/NY/New-York/1080-5th-Ave-10128/unit-2-A/home/175471655,REBNY,OLRS-1943696,N,Y,40.7834883,-73.9586193
101,101,MLS Listing,,Condo/Co-op,223 Pulaski St Unit 1A,Brooklyn,NY,11206,569000,1.0,1.5,Stuyvesant Heights,900.0,,2015.0,1,632.0,456.0,Active,,,https://www.redfin.com/NY/Brooklyn/223-Pulaski-St-11206/unit-1A/home/109566302,REBNY,RLMX-012130023826,N,Y,40.6933448,-73.9422966
102,102,MLS Listing,,Condo/Co-op,1 Central Park S #1511,New York,NY,10019,3500000,1.0,1.5,Central Park South,1142.0,53772.0,1905.0,1,3065.0,1827.0,Active,January-5-2023 02:00 PM,January-5-2023 04:00 PM,https://www.redfin.com/NY/New-York/1-Central-Park-S-10019/unit-1511/home/175579901,REBNY,OLRS-520656,N,Y,40.7646455,-73.974393
103,103,MLS Listing,,Condo/Co-op,401 Rutland Rd Unit 5-C,Brooklyn,NY,11203,875000,2.0,2.0,Northeast Flatbush,918.0,4569.0,2016.0,1,953.0,950.0,Active,January-7-2023 12:00 PM,January-7-2023 02:00 PM,https://www.redfin.com/NY/Brooklyn/401-Rutland-Rd-11203/unit-5-C/home/183016912,REBNY,OLRS-1930182,N,Y,40.6597579,-73.9473211
104,104,MLS Listing,,Condo/Co-op,29 E 64th St Unit 2-A,New York,NY,10065,3250000,4.0,3.0,Lenox Hill,,11045.0,1922.0,1,,6284.0,Active,,,https://www.redfin.com/NY/New-York/29-E-64th-St-10065/unit-2A/home/45202470,REBNY,OLRS-376084,N,Y,40.7666978,-73.9687304
105,105,MLS Listing,,Condo/Co-op,274 Saint Johns Pl Unit 3-D,Brooklyn,NY,11217,825000,2.0,1.0,Prospect Heights,,5433.0,1912.0,1,,936.0,Active,,,https://www.redfin.com/NY/Brooklyn/274-St-Johns-Pl-11238/unit-3D/home/40649139,REBNY,OLRS-1290398,N,Y,40.673799,-73.9681495
106,106,MLS Listing,,Condo/Co-op,5 E 75th St #6,New York,NY,10021,2495000,1.0,1.0,Upper East Side,,3065.0,1901.0,1,,2244.0,Active,,,https://www.redfin.com/NY/New-York/5-E-75th-St-10021/unit-6/home/45230856,REBNY,OLRS-640408,N,Y,40.7742867,-73.9647516
107,107,MLS Listing,,Condo/Co-op,303 E 57th St Unit 6-AB,New York,NY,10022,895000,2.0,2.5,Sutton,2000.0,34926.0,1967.0,1,448.0,5258.0,Active,,,https://www.redfin.com/NY/New-York/303-E-57th-St-10022/unit-6AB/home/45211169,REBNY,OLRS-110508,N,Y,40.7595774,-73.964779
108,108,MLS Listing,,Condo/Co-op,3245 Perry Ave Unit 5A,Bronx,NY,10467,255000,1.0,1.0,Norwood,744.0,7500.0,1940.0,1,343.0,685.0,Active,,,https://www.redfin.com/NY/The-Bronx/3245-Perry-Ave-10467/unit-6G/home/44600618,REBNY,CORC-20814906,N,Y,40.8758111,-73.8765929
109,109,MLS Listing,,Condo/Co-op,90 15th St,Brooklyn,NY,11215,1450000,3.0,3.0,Gowanus,,1188.0,1899.0,1,,,Active,,,https://www.redfin.com/NY/Brooklyn/90-15th-St-11215/home/40702068,REBNY,CORC-21115726,N,Y,40.6675129,-73.9937614
110,110,MLS Listing,,Condo/Co-op,415 E 52nd St Unit 1-AC,New York,NY,10022,395000,0.0,1.0,Beekman,,46575.0,1954.0,1,,826.0,Active,,,https://www.redfin.com/NY/New-York/415-E-52nd-St-10022/unit-1AC/home/175259337,REBNY,OLRS-1940823,N,Y,40.7548672,-73.964448
111,111,MLS Listing,,Condo/Co-op,,New York,NY,10019,3450000,1.0,1.5,Midtown Central,1037.0,23808.0,2013.0,1,3327.0,1338.0,Active,,,https://www.redfin.com/NY/New-York/Undisclosed-address-10019/home/102004317,REBNY,OLRS-1898750,N,Y,40.7654184,-73.9791558
112,112,MLS Listing,,Condo/Co-op,,New York,NY,10033,699000,2.0,1.0,Washington Heights,,11175.0,1907.0,1,,1009.0,Active,,,https://www.redfin.com/NY/New-York/Undisclosed-address-10033/home/175855344,REBNY,OLRS-1948940,N,Y,40.8503073,-73.9387285
113,113,MLS Listing,,Multi-Family (2-4 Unit),690 HUMBOLDT St,Brooklyn,NY,11222,1795000,3.0,3.0,Greenpoint,2469.0,1800.0,1901.0,1,727.0,,Active,,,https://www.redfin.com/NY/Brooklyn/690-Humboldt-St-11222/home/40741103,REBNY,OLRS-0081762,N,Y,40.7250168,-73.9451094
114,114,MLS Listing,,Condo/Co-op,250 W 81st St Unit 8-B,New York,NY,10024,6250000,4.0,3.5,Upper West Side,,7900.0,2019.0,1,,3404.0,Active,,,https://www.redfin.com/NY/New-York/250-W-81st-St-10024/unit-8B/home/145345063,REBNY,OLRS-1745397,N,Y,40.7852127,-73.9794479
115,115,MLS Listing,,Townhouse,109 Waverly Pl,New York,NY,10011,24950000,8.0,6.5,Greenwich Village,8300.0,2517.0,1840.0,1,3006.0,,Active,,,https://www.redfin.com/NY/New-York/109-Waverly-Pl-10011/home/45243706,REBNY,OLRS-0021995,N,Y,40.7326368,-73.998918
116,116,MLS Listing,,Condo/Co-op,27-04 ASTORIA Blvd Unit GARDEN 1B,Queens,NY,11102,1250000,1.0,1.0,Astoria,1439.0,2741.0,1973.0,1,869.0,324.0,Active,,,https://www.redfin.com/NY/Long-Island-City/27-04-Astoria-Blvd-11102/unit-GARDEN-1B/home/175936913,REBNY,RLMX-00382002247056,N,Y,40.7706892,-73.9212902
117,117,MLS Listing,,Condo/Co-op,111 Montgomery St Unit 5-Q,Brooklyn,NY,11225,549000,0.0,1.0,Crown Heights,,21700.0,2018.0,1,,437.0,Active,,,https://www.redfin.com/NY/Brooklyn/111-Montgomery-St-11225/unit-5-Q/home/177554051,REBNY,OLRS-1964650,N,Y,40.6666595,-73.9605853
118,118,MLS Listing,,Condo/Co-op,504 Grand St Unit H34,New York,NY,10002,620000,1.0,1.0,Lower East Side,,,1929.0,1,,740.0,Active,,,https://www.redfin.com/NY/New-York/504-Grand-St-10002/unit-H34/home/45140568,OneKey,H6184110,N,Y,40.7152214,-73.9819469
119,119,MLS Listing,,Townhouse,2253 Tiebout Ave,Bronx,NY,10457,485000,3.0,1.0,Tremont,1526.0,1375.0,1901.0,1,318.0,,Active,,,https://www.redfin.com/NY/The-Bronx/2253-Tiebout-Ave-10457/home/44716646,REBNY,RLMX-005150031039,N,Y,40.8558128,-73.8979066
120,120,MLS Listing,,Condo/Co-op,139 HURON St,Brooklyn,NY,11222,3950000,3.0,2.5,Greenpoint,2001.0,5000.0,1903.0,1,1974.0,1810.0,Active,,,https://www.redfin.com/NY/Brooklyn/139-Huron-St-11222/Ph/home/180464408,REBNY,OLRS-1928252,N,Y,40.7331412,-73.95587
121,121,MLS Listing,,Townhouse,979 Metropolitan Ave,Brooklyn,NY,11211,2650000,9.0,8.0,East Williamsburg,4125.0,2500.0,1920.0,1,642.0,,Active,,,https://www.redfin.com/NY/Brooklyn/979-Metropolitan-Ave-11211/home/40743731,REBNY,OLRS-0085700,N,Y,40.7146908,-73.9367858
122,122,MLS Listing,,Townhouse,257 Powers St,Brooklyn,NY,11211,3395000,13.0,10.5,East Williamsburg,6089.0,4115.0,1920.0,1,558.0,,Active,,,https://www.redfin.com/NY/Brooklyn/257-Powers-St-11211/home/40743430,REBNY,OLRS-0085710,N,Y,40.7131398,-73.9397249
123,123,MLS Listing,,Condo/Co-op,1020 Park Ave Unit 16A,New York,NY,10028,2950000,3.0,4.5,Upper East Side,,8551.0,1963.0,1,,6221.0,Active,,,https://www.redfin.com/NY/New-York/1020-Park-Ave-10028/unit-16A/home/178315761,REBNY,RPLU-33421600001,N,Y,40.7797882,-73.9578638
124,124,MLS Listing,,Condo/Co-op,358 W 23rd St Unit 1B,New York,NY,10011,600000,0.0,1.0,Chelsea,437.0,2469.0,1850.0,1,1373.0,744.0,Active,,,https://www.redfin.com/NY/New-York/358-W-23rd-St-10011/unit-1B/home/45248727,REBNY,RPLU-33421772193,N,Y,40.7460422,-74.0008882
125,125,MLS Listing,,Condo/Co-op,181 E 101st St #707,New York,NY,10029,535000,0.0,1.0,East Harlem,418.0,8074.0,2021.0,1,1280.0,379.0,Active,,,https://www.redfin.com/NY/New-York/181-E-101st-St-10029/unit-707/home/177697663,REBNY,PRCH-3725950,N,Y,40.7887501,-73.9473884
126,126,MLS Listing,,Condo/Co-op,846 President St Unit 5-F,Brooklyn,NY,11215,625000,1.0,1.0,Park Slope,,2083.0,1875.0,1,,551.0,Active,,,https://www.redfin.com/NY/Brooklyn/846-President-St-11215/unit-5F/home/40681751,REBNY,OLRS-773054,N,Y,40.6733141,-73.9749411
127,127,MLS Listing,,Condo/Co-op,627 HALSEY St #4,Brooklyn,NY,11233,895000,2.0,2.0,Stuyvesant Heights,862.0,1800.0,2019.0,1,1038.0,490.0,Active,January-8-2023 11:00 AM,January-8-2023 12:00 PM,https://www.redfin.com/NY/Brooklyn/627-Halsey-St-11233/unit-4/home/177277743,REBNY,RPLU-33421455616,N,Y,40.6846389,-73.9272115
128,128,MLS Listing,,Condo/Co-op,160 Bleecker St Unit 3KW,New York,NY,10012,455000,0.0,1.0,New York,,,,1,,777.0,Active,,,https://www.redfin.com/NY/New-York/160-Bleecker-St-10012/unit-3KW/home/175700383,OneKey,H6179773,N,Y,40.7284664,-74.0002081
129,129,MLS Listing,,Condo/Co-op,250 E 87th St Unit 7-J,New York,NY,10128,590000,1.0,1.0,Yorkville,,25177.0,1971.0,1,,1129.0,Active,,,https://www.redfin.com/NY/New-York/250-E-87th-St-10128/unit-7-J/home/181512768,REBNY,OLRS-1996830,N,Y,40.7785165,-73.9517317
130,130,MLS Listing,,Condo/Co-op,3215 Avenue H Unit 12G,Brooklyn,NY,11210,329000,1.0,1.0,Flatbush,,30135.0,1963.0,1,,689.0,Active,January-7-2023 12:00 PM,January-7-2023 03:00 PM,https://www.redfin.com/NY/Brooklyn/3215-Avenue-H-11210/unit-12G/home/63687735,REBNY,PRCH-3854445,N,Y,40.6320616,-73.9452586
131,131,MLS Listing,,Condo/Co-op,83-40 Austin St Unit 1A,Kew Gardens,NY,11415,160000,0.0,1.0,Texas,450.0,,1956.0,1,356.0,465.0,Active,,,https://www.redfin.com/NY/Queens/83-40-Austin-St-11415/unit-1A/home/180783149,OneKey,3420448,N,Y,40.7083799,-73.8290102
132,132,MLS Listing,,Condo/Co-op,130 8th Ave Unit 4B,Brooklyn,NY,11215,699000,1.0,1.0,Park Slope,710.0,11800.0,1950.0,1,985.0,1300.0,Active,January-8-2023 02:00 PM,January-8-2023 03:30 PM,https://www.redfin.com/NY/Brooklyn/130-8th-Ave-11215/unit-4B/home/40663180,REBNY,RPLU-33422015700,N,Y,40.6721573,-73.9741415
133,133,MLS Listing,,Multi-Family (2-4 Unit),43-04 60th St,Woodside,NY,11377,1549000,6.0,5.0,Woodside,2992.0,2642.0,1935.0,1,518.0,,Active,,,https://www.redfin.com/NY/Queens/43-04-60th-St-11377/home/20934282,OneKey,3450507,N,Y,40.742631025,-73.904352
134,134,MLS Listing,,Multi-Family (2-4 Unit),69-28 Gouverneur Ave,Arverne,NY,11692,609999,5.0,2.0,Arverne,,3000.0,1930.0,1,,,Active,,,https://www.redfin.com/NY/Far-Rockaway/69-28-Gouverneur-Ave-11692/home/20669923,OneKey,3450510,N,Y,40.5935502,-73.7997218
135,135,MLS Listing,,Multi-Family (2-4 Unit),1497 E 34th St,Brooklyn,NY,11234,1490000,7.0,3.0,Brooklyn,3455.0,2450.0,1940.0,1,431.0,,Active,,,https://www.redfin.com/NY/Brooklyn/1497-E-34th-St-11234/home/40873225,BNYMLS,470807,N,Y,40.6184743,-73.94116
136,136,MLS Listing,,Multi-Family (2-4 Unit),4111 8th Ave,Brooklyn,NY,11232,2499000,6.0,2.0,Brooklyn,3300.0,2000.0,1912.0,1,757.0,,Active,,,https://www.redfin.com/NY/Brooklyn/4111-8th-Ave-11232/home/171331788,BNYMLS,470808,N,Y,40.6458011,-73.9985898
137,137,MLS Listing,,Single Family Residential,71 Regal Walk #108,Staten Island,NY,10303,475000,2.0,2.0,Graniteville,1609.0,1230.0,1987.0,1,295.0,275.0,Active,,,https://www.redfin.com/NY/Staten-Island/71-Regal-Walk-10303/unit-108/home/56108461,SIBORMLS,1159391,N,Y,40.6211856,-74.1662601
138,138,MLS Listing,,Single Family Residential,6034 Huxley Ave,Bronx,NY,10471,888800,3.0,1.5,BRONX,2200.0,1750.0,1930.0,1,404.0,,Active,,,https://www.redfin.com/NY/The-Bronx/6034-Huxley-Ave-10471/home/44798707,OneKey,H6224471,N,Y,40.908537,-73.8977923
139,139,MLS Listing,,Single Family Residential,3822 Atlantic Ave,Brooklyn,NY,11224,1150000,3.0,3.0,Brooklyn,1496.0,3000.0,1965.0,1,769.0,,Active,,,https://www.redfin.com/NY/Brooklyn/3822-Atlantic-Ave-11224/home/40852129,BNYMLS,470823,N,Y,40.5735856,-74.0053347
140,140,MLS Listing,,Condo/Co-op,480 Riverdale Ave Unit 2J,Yonkers,NY,10705,189900,2.0,1.0,Valentine Manor,900.0,,1958.0,1,211.0,715.0,Active,,,https://www.redfin.com/NY/Yonkers/480-Riverdale-Ave-10705/unit-2J/home/183645554,OneKey,H6225504,N,Y,40.9155101,-73.9017689
141,141,MLS Listing,,Single Family Residential,21 Thelma Ct,Staten Island,NY,10304,360000,2.0,1.0,Stapleton,768.0,800.0,1990.0,1,469.0,,Active,,,https://www.redfin.com/NY/Staten-Island/21-Thelma-Ct-10304/home/56048770,SIBORMLS,1159390,N,Y,40.6212576,-74.0782616
142,142,MLS Listing,,Condo/Co-op,39-65 52 St Unit 2W,Woodside,NY,11377,479000,2.0,1.5,Berkley Tower,860.0,,1960.0,1,557.0,612.0,Active,,,https://www.redfin.com/NY/Queens/39-65-52nd-St-11377/unit-2-W/home/176162189,OneKey,3450497,N,Y,40.7468106,-73.9119663
143,143,MLS Listing,,Condo/Co-op,175 W 13th St Unit 7G,New York,NY,10011,580000,0.0,1.0,Greenwich Village,,8883.0,1962.0,1,,1270.0,Active,,,https://www.redfin.com/NY/New-York/175-W-13th-St-10011/unit-7G/home/45143189,REBNY,RPLU-33422218422,N,Y,40.737865,-73.999846
